Time,Degree,Velocity,Electromagnet_1_Clutch,Electromagnet_2_Clutch
10446.19,-9.36,0.00,0,1
10451.25,-9.36,0.00,0,1
10456.31,-9.36,0.00,0,1
10461.37,-9.36,0.00,0,1
10466.43,-9.36,0.00,0,1
10471.50,-9.36,0.00,0,1
10476.55,-9.36,0.00,0,1
10481.62,-9.36,0.00,0,1
10486.67,-9.36,0.00,0,1
10491.74,-9.36,0.00,0,1
10496.80,-9.36,0.00,0,1
10501.86,-9.36,0.00,0,1
10506.92,-9.36,0.00,0,1
10511.98,-9.36,0.00,0,1
10517.04,-9.36,0.00,0,1
10522.10,-9.36,0.00,0,1
10527.16,-9.36,0.00,0,1
10532.22,-9.36,0.00,0,1
10537.28,-9.36,0.00,0,1
10542.34,-9.36,0.00,0,1
10547.40,-9.36,0.00,0,1
10552.46,-9.36,0.00,0,1
10557.52,-9.36,0.00,0,1
10562.58,-9.36,0.00,0,1
10567.64,-9.36,0.00,0,1
10572.70,-9.36,0.00,0,1
10577.76,-9.36,0.00,0,1
10582.82,-9.36,0.00,0,1
10587.88,-9.36,0.00,0,1
10592.94,-9.36,0.00,0,1
10598.00,-9.36,0.00,0,1
10603.07,-9.36,0.00,0,1
10608.12,-9.36,0.00,0,1
10613.19,-9.36,0.00,0,1
10618.25,-9.36,0.00,0,1
10623.31,-9.36,0.00,0,1
10628.37,-9.36,0.00,0,1
10633.43,-9.36,0.00,0,1
10638.49,-9.36,0.00,0,1
10643.55,-9.36,0.00,0,1
10648.60,-9.36,0.00,0,1
10653.66,-9.36,0.00,0,1
10658.72,-9.36,0.00,0,1
10663.78,-9.36,0.00,0,1
10668.84,-9.36,0.00,0,1
10673.90,-9.36,0.00,0,1
10678.96,-9.36,0.00,0,1
10684.02,-9.36,0.00,0,1
10689.08,-9.36,0.00,0,1
10694.13,-9.36,0.00,0,1
10699.19,-9.36,0.00,0,1
10704.25,-9.36,0.00,0,1
10709.31,-9.36,0.00,0,1
10714.37,-9.36,0.00,0,1
10719.43,-9.36,0.00,0,1
10724.49,-9.36,0.00,0,1
10729.55,-9.36,0.00,0,1
10734.61,-9.36,0.00,0,1
10739.67,-9.36,0.00,0,1
10744.73,-9.36,0.00,0,1
10749.79,-9.36,0.00,0,1
10754.85,-9.36,0.00,0,1
10759.91,-9.36,0.00,0,1
10764.97,-9.36,0.00,0,1
10770.03,-9.36,0.00,0,1
10775.09,-9.36,0.00,0,1
10780.15,-9.36,0.00,0,1
10785.21,-9.36,0.00,0,1
10790.27,-9.36,0.00,0,1
10795.36,-9.36,0.00,0,1
10800.42,-9.36,0.00,0,1
10805.48,-9.36,0.00,0,1
10810.54,-9.36,0.00,0,1
10815.60,-9.36,0.00,0,1
10820.66,-9.36,0.00,0,1
10825.73,-9.36,0.00,0,1
10830.78,-9.36,0.00,0,1
10835.85,-9.36,0.00,0,1
10840.91,-9.36,0.00,0,1
10845.97,-9.36,0.00,0,1
10851.03,-9.36,0.00,0,1
10856.09,-9.36,0.00,0,1
10861.15,-9.36,0.00,0,1
10866.21,-9.36,0.00,0,1
10871.27,-9.36,0.00,0,1
10876.33,-9.36,0.00,0,1
10881.39,-9.36,0.00,0,1
10886.45,-9.36,0.00,0,1
10891.51,-9.36,0.00,0,1
10896.57,-9.36,0.00,0,1
10901.63,-9.36,0.00,0,1
10906.69,-9.36,0.00,0,1
10911.75,-9.36,0.00,0,1
10916.81,-9.36,0.00,0,1
10921.86,-9.36,0.00,0,1
10926.92,-9.36,0.00,0,1
10931.98,-9.36,0.00,0,1
10937.04,-9.36,0.00,0,1
10942.10,-9.36,0.00,0,1
10947.16,-9.36,0.00,0,1
10952.22,-9.36,0.00,0,1
10957.28,-9.36,0.00,0,1
10962.33,-9.36,0.00,0,1
10967.39,-9.36,0.00,0,1
10972.45,-9.36,0.00,0,1
10977.51,-9.36,0.00,0,1
10982.57,-9.36,0.00,0,1
10987.63,-9.36,0.00,0,1
10992.69,-9.36,0.00,0,1
10997.75,-9.36,0.00,0,1
11002.80,-9.36,0.00,0,1
11007.86,-9.36,0.00,0,1
11012.92,-9.36,0.00,0,1
11017.98,-9.36,0.00,0,1
11023.04,-9.36,0.00,0,1
11028.10,-9.36,0.00,0,1
11033.16,-9.36,0.00,0,1
11038.22,-9.36,0.00,0,1
11043.27,-9.36,0.00,0,1
11048.33,-9.36,0.00,0,1
11053.39,-9.36,0.00,0,1
11058.45,-9.36,0.00,0,1
11063.51,-9.36,0.00,0,1
11068.57,-9.36,0.00,0,1
11073.63,-9.36,0.00,0,1
11078.68,-9.36,0.00,0,1
11083.74,-9.36,0.00,0,1
11088.80,-9.60,-48.00,0,1
11093.86,-10.08,-96.00,0,1
11098.92,-10.80,-144.00,0,1
11103.98,-11.76,-192.00,0,1
11109.05,-12.48,-144.00,0,1
11114.10,-13.44,-192.00,0,1
11119.17,-14.40,-192.00,0,1
11124.23,-15.36,-192.00,0,1
11129.29,-16.32,-192.00,0,1
11134.35,-17.52,-240.00,0,1
11139.41,-18.48,-192.00,0,1
11144.47,-19.68,-240.00,0,1
11149.53,-20.88,-240.00,0,1
11154.59,-22.08,-240.00,0,1
11159.65,-23.04,-192.00,0,1
11164.71,-24.00,-192.00,0,1
11169.78,-24.96,-192.00,0,1
11174.83,-25.92,-192.00,0,1
11179.90,-26.88,-192.00,0,1
11184.95,-27.84,-192.00,0,1
11190.01,-28.80,-192.00,0,1
11195.07,-29.76,-192.00,0,1
11200.13,-30.48,-144.00,0,1
11205.19,-31.44,-192.00,0,1
11210.25,-32.40,-192.00,0,1
11215.31,-33.36,-192.00,0,1
11220.37,-34.08,-144.00,0,1
11225.43,-35.04,-192.00,0,1
11230.49,-36.00,-192.00,0,1
11235.55,-36.96,-192.00,0,1
11240.60,-37.68,-144.00,0,1
11245.66,-38.64,-192.00,0,1
11250.72,-39.60,-192.00,0,1
11255.78,-40.32,-144.00,0,1
11260.84,-41.28,-192.00,0,1
11265.90,-42.00,-144.00,0,1
11270.96,-42.96,-192.00,0,1
11276.02,-43.68,-144.00,0,1
11281.08,-44.64,-192.00,0,1
11286.14,-45.60,-192.00,0,1
11291.21,-46.56,-192.00,0,1
11296.26,-47.52,-192.00,0,1
11301.33,-48.48,-192.00,0,1
11306.39,-49.44,-192.00,0,1
11311.45,-50.40,-192.00,0,1
11316.51,-51.36,-192.00,0,1
11321.57,-52.32,-192.00,0,1
11326.63,-53.28,-192.00,0,1
11331.69,-54.24,-192.00,0,1
11336.75,-55.20,-192.00,0,1
11341.81,-56.16,-192.00,0,1
11346.87,-57.12,-192.00,0,1
11351.94,-58.08,-192.00,0,1
11357.00,-59.04,-192.00,0,1
11362.06,-59.76,-144.00,0,1
11367.12,-60.72,-192.00,0,1
11372.18,-61.44,-144.00,0,1
11377.24,-62.16,-144.00,0,1
11382.30,-62.88,-144.00,0,1
11387.36,-63.60,-144.00,0,1
11392.42,-64.56,-192.00,0,1
11397.48,-65.04,-96.00,0,1
11402.54,-65.76,-144.00,0,1
11407.60,-66.48,-144.00,0,1
11412.67,-66.96,-96.00,0,1
11417.72,-67.68,-144.00,0,1
11422.79,-68.40,-144.00,0,1
11427.85,-69.12,-144.00,0,1
11432.91,-69.84,-144.00,0,1
11437.97,-70.56,-144.00,0,1
11443.03,-71.04,-96.00,0,1
11448.09,-71.52,-96.00,0,1
11453.15,-72.24,-144.00,0,1
11458.21,-72.72,-96.00,0,1
11463.27,-73.44,-144.00,0,1
11468.33,-73.92,-96.00,0,1
11473.39,-74.40,-96.00,0,1
11478.45,-74.16,48.00,0,1
11483.51,-73.44,144.00,0,1
11488.57,-72.24,240.00,0,1
11493.64,-70.80,288.00,0,1
11498.69,-68.64,432.00,0,1
11503.76,-66.48,432.00,0,1
11508.82,-63.84,528.00,0,1
11513.88,-60.96,576.00,0,1
11518.94,-57.60,672.00,0,1
11524.00,-54.24,672.00,0,1
11529.06,-50.88,672.00,0,1
11534.12,-47.04,768.00,0,1
11539.18,-43.44,720.00,0,1
11544.24,-39.36,816.00,0,1
11549.30,-35.28,816.00,0,1
11554.36,-31.20,816.00,0,1
11559.42,-26.64,912.00,0,1
11564.49,-22.32,864.00,0,1
11569.55,-17.76,912.00,0,1
11574.61,-13.20,912.00,0,1
11579.67,-8.64,912.00,0,1
11584.75,-4.32,864.00,0,1
11589.81,0.24,912.00,0,1
11594.88,4.56,864.00,0,1
11599.93,8.64,816.00,0,1
11605.00,12.96,864.00,0,1
11610.06,16.80,768.00,0,1
11615.12,20.64,768.00,0,1
11620.18,24.24,720.00,0,1
11625.24,27.60,672.00,0,1
11630.30,30.72,624.00,0,1
11635.36,33.84,624.00,0,1
11640.42,36.48,528.00,0,1
11645.48,38.64,432.00,0,1
11650.54,40.56,384.00,0,1
11655.60,42.00,288.00,0,1
11660.67,43.20,240.00,0,1
11665.73,43.92,144.00,0,1
11670.79,44.16,48.00,0,1
11675.85,43.92,-48.00,0,1
11680.91,43.68,-48.00,0,1
11685.97,42.96,-144.00,0,1
11691.03,42.00,-192.00,0,1
11696.09,40.56,-288.00,0,1
11701.15,39.12,-288.00,0,1
11706.21,37.44,-336.00,0,1
11711.27,35.52,-384.00,0,1
11716.33,33.36,-432.00,0,1
11721.39,30.96,-480.00,0,1
11726.46,28.56,-480.00,0,1
11731.52,26.16,-480.00,0,1
11736.58,23.52,-528.00,0,1
11741.63,20.64,-576.00,0,1
11746.69,18.00,-528.00,0,1
11751.75,15.12,-576.00,0,1
11756.81,12.48,-528.00,0,1
11761.87,9.60,-576.00,0,1
11766.93,6.96,-528.00,0,1
11771.99,4.08,-576.00,0,1
11777.05,1.68,-480.00,0,1
11782.11,-0.96,-528.00,0,1
11787.17,-3.12,-432.00,0,1
11792.23,-5.52,-480.00,0,1
11797.29,-7.44,-384.00,0,1
11802.35,-9.36,-384.00,0,1
11807.41,-11.04,-336.00,0,1
11812.47,-12.72,-336.00,0,1
11817.53,-14.16,-288.00,0,1
11822.59,-15.36,-240.00,0,1
11827.65,-16.32,-192.00,0,1
11832.71,-17.28,-192.00,0,1
11837.77,-17.76,-96.00,0,1
11842.83,-18.24,-96.00,0,1
11847.89,-18.48,-48.00,0,1
11852.95,-18.48,-0.00,0,1
11858.01,-18.48,-0.00,0,1
11863.08,-18.00,96.00,0,1
11868.13,-17.76,48.00,0,1
11873.19,-17.28,96.00,0,1
11878.25,-17.04,48.00,0,1
11883.31,-16.32,144.00,0,1
11888.37,-15.84,96.00,0,1
11893.43,-15.36,96.00,0,1
11898.49,-14.64,144.00,0,1
11903.55,-14.16,96.00,0,1
11908.61,-13.44,144.00,0,1
11913.67,-12.72,144.00,0,1
11918.73,-12.00,144.00,0,1
11923.79,-11.28,144.00,0,1
11928.85,-10.56,144.00,0,1
11933.91,-10.08,96.00,0,1
11938.97,-9.36,144.00,0,1
11944.03,-8.64,144.00,0,1
11949.09,-7.92,144.00,0,1
11954.16,-7.20,144.00,0,1
11959.21,-6.48,144.00,0,1
11964.28,-6.00,96.00,0,1
11969.33,-5.28,144.00,0,1
11974.39,-4.56,144.00,0,1
11979.45,-4.08,96.00,0,1
11984.51,-3.36,144.00,0,1
11989.57,-2.88,96.00,0,1
11994.63,-2.16,144.00,0,1
11999.69,-1.68,96.00,0,1
12004.75,-1.20,96.00,0,1
12009.81,-0.72,96.00,0,1
12014.88,-0.48,48.00,0,1
12019.93,0.00,96.00,0,1
12025.00,0.24,48.00,0,1
12030.06,0.48,48.00,0,1
12035.12,0.72,48.00,0,1
12040.17,0.72,0.00,0,1
12045.24,0.72,0.00,0,1
12050.30,0.96,48.00,0,1
12055.36,0.96,0.00,0,1
12060.42,0.96,0.00,0,1
12065.48,0.96,0.00,0,1
12070.54,0.96,0.00,0,1
12075.60,0.96,0.00,0,1
12080.66,0.96,0.00,0,1
12085.72,0.96,0.00,0,1
12090.78,0.96,0.00,0,1
12095.84,0.96,0.00,0,1
12100.90,0.96,0.00,0,1
12105.96,0.96,0.00,0,1
12111.02,0.96,0.00,0,1
12116.08,0.96,0.00,0,1
12121.14,0.96,0.00,0,1
12126.20,0.96,0.00,0,1
12131.26,0.96,0.00,0,1
12136.32,0.96,0.00,0,1
12141.38,0.96,0.00,0,1
12146.44,0.96,0.00,0,1
12151.50,0.96,0.00,0,1
12156.56,0.96,0.00,0,1
12161.62,0.96,0.00,0,1
12166.68,0.96,0.00,0,1
12171.74,0.96,0.00,0,1
12176.80,0.96,0.00,0,1
12181.85,0.96,0.00,0,1
12186.91,0.96,0.00,0,1
12191.97,0.96,0.00,0,1
12197.03,0.96,0.00,0,1
12202.09,0.96,0.00,0,1
12207.15,0.96,0.00,0,1
12212.21,0.96,0.00,0,1
12217.26,0.96,0.00,0,1
12222.32,0.96,0.00,0,1
12227.38,0.96,0.00,0,1
12232.44,0.96,0.00,0,1
12237.50,0.96,0.00,0,1
12242.56,0.96,0.00,0,1
12247.62,0.96,0.00,0,1
12252.68,0.96,0.00,0,1
12257.73,0.96,0.00,0,1
12262.79,0.96,0.00,0,1
12267.85,0.96,0.00,0,1
12272.91,0.96,0.00,0,1
12277.97,0.96,0.00,0,1
12283.03,0.96,0.00,0,1
12288.09,0.96,0.00,0,1
12293.15,0.96,0.00,0,1
12298.21,0.96,0.00,0,1
12303.27,0.96,0.00,0,1
12308.33,0.96,0.00,0,1
12313.39,0.96,0.00,0,1
12318.45,0.96,0.00,0,1
12323.51,0.96,0.00,0,1
12328.57,0.96,0.00,0,1
12333.63,0.96,0.00,0,1
12338.69,0.96,0.00,0,1
12343.75,0.96,0.00,0,1
12348.81,0.96,0.00,0,1
12353.87,0.96,0.00,0,1
12358.93,0.96,0.00,0,1
12363.99,0.96,0.00,0,1
12369.05,0.96,0.00,0,1
12374.11,0.96,0.00,0,1
12379.17,0.96,0.00,0,1
12384.23,0.96,0.00,0,1
12389.30,0.96,0.00,0,1
12394.35,0.96,0.00,0,1
12399.42,0.96,0.00,0,1
12404.48,0.96,0.00,0,1
12409.54,0.96,0.00,0,1
12414.60,0.96,0.00,0,1
12419.67,0.96,0.00,0,1
12424.73,0.96,0.00,0,1
12429.80,0.96,0.00,0,1
12434.85,0.96,0.00,0,1
12439.91,0.96,0.00,0,1
12444.99,0.96,0.00,0,1
12450.05,0.96,0.00,0,1
12455.11,0.96,0.00,0,1
12460.17,0.96,0.00,0,1
12465.23,0.96,0.00,0,1
12470.29,0.96,0.00,0,1
12475.35,0.96,0.00,0,1
12480.41,0.96,0.00,0,1
12485.47,0.96,0.00,0,1
12490.52,0.96,0.00,0,1
12495.58,0.96,0.00,0,1
12500.64,0.96,0.00,0,1
12505.70,0.96,0.00,0,1
12510.76,0.96,0.00,0,1
12515.82,0.96,0.00,0,1
12520.88,0.96,0.00,0,1
12525.94,0.96,0.00,0,1
12530.99,0.96,0.00,0,1
12536.05,0.96,0.00,0,1
12541.11,0.96,0.00,0,1
12546.17,0.96,0.00,0,1
12551.23,0.96,0.00,0,1
12556.29,0.96,0.00,0,1
12561.35,0.96,0.00,0,1
12566.41,0.96,0.00,0,1
12571.46,0.96,0.00,0,1
12576.52,0.96,0.00,0,1
12581.58,0.96,0.00,0,1
12586.64,0.96,0.00,0,1
12591.70,0.96,0.00,0,1
12596.76,0.96,0.00,0,1
12601.82,0.96,0.00,0,1
12606.88,0.96,0.00,0,1
12611.94,0.96,0.00,0,1
12617.00,0.96,0.00,0,1
12622.06,0.96,0.00,0,1
12627.12,0.96,0.00,0,1
12632.18,0.96,0.00,0,1
12637.24,0.96,0.00,0,1
12642.30,0.96,0.00,0,1
12647.36,0.96,0.00,0,1
12652.42,0.96,0.00,0,1
12657.48,0.96,0.00,0,1
12662.54,0.96,0.00,0,1
12667.60,0.96,0.00,0,1
12672.66,0.96,0.00,0,1
12677.72,0.96,0.00,0,1
12682.78,0.96,0.00,0,1
12687.84,0.96,0.00,0,1
12692.90,0.96,0.00,0,1
12697.96,0.96,0.00,0,1
12703.02,0.96,0.00,0,1
12708.08,0.96,0.00,0,1
12713.15,0.96,0.00,0,1
12718.20,0.96,0.00,0,1
12723.26,0.96,0.00,0,1
12728.32,0.96,0.00,0,1
12733.38,0.96,0.00,0,1
12738.44,0.96,0.00,0,1
12743.50,0.96,0.00,0,1
12748.56,0.96,0.00,0,1
12753.61,0.96,0.00,0,1
12758.67,0.96,0.00,0,1
12763.73,0.96,0.00,0,1
12768.79,0.96,0.00,0,1
12773.85,0.96,0.00,0,1
12778.91,0.96,0.00,0,1
12783.97,0.96,0.00,0,1
12789.03,0.96,0.00,0,1
12794.08,0.96,0.00,0,1
12799.14,0.96,0.00,0,1
12804.20,0.96,0.00,0,1
12809.26,0.96,0.00,0,1
12814.32,0.96,0.00,0,1
12819.38,0.96,0.00,0,1
12824.44,0.96,0.00,0,1
12829.50,0.96,0.00,0,1
12834.55,0.96,0.00,0,1
12839.61,0.96,0.00,0,1
12844.67,0.96,0.00,0,1
12849.73,0.96,0.00,0,1
12854.79,0.96,0.00,0,1
12859.85,0.96,0.00,0,1
12864.91,0.96,0.00,0,1
12869.97,0.96,0.00,0,1
12875.02,0.96,0.00,0,1
12880.08,0.96,0.00,0,1
12885.14,0.96,0.00,0,1
12890.20,0.96,0.00,0,1
12895.26,0.96,0.00,0,1
12900.32,0.96,0.00,0,1
12905.38,0.96,0.00,0,1
12910.44,0.96,0.00,0,1
12915.50,0.96,0.00,0,1
12920.56,0.96,0.00,0,1
12925.62,0.96,0.00,0,1
12930.68,0.96,0.00,0,1
12935.74,0.96,0.00,0,1
12940.80,0.96,0.00,0,1
12945.86,0.96,0.00,0,1
12950.92,0.96,0.00,0,1
12955.99,0.96,0.00,0,1
12961.04,0.96,0.00,0,1
12966.11,0.96,0.00,0,1
12971.16,0.96,0.00,0,1
12976.23,0.96,0.00,0,1
12981.28,0.96,0.00,0,1
12986.35,0.96,0.00,0,1
12991.41,0.96,0.00,0,1
12996.47,0.96,0.00,0,1
13001.53,0.96,0.00,0,1
13006.58,0.96,0.00,0,1
13011.64,0.96,0.00,0,1
13016.70,0.96,0.00,0,1
13021.76,0.96,0.00,0,1
13026.82,0.96,0.00,0,1
13031.88,0.96,0.00,0,1
13036.94,0.96,0.00,0,1
13042.00,0.96,0.00,0,1
13047.05,0.96,0.00,0,1
13052.11,0.96,0.00,0,1
13057.17,0.96,0.00,0,1
13062.23,0.96,0.00,0,1
13067.29,0.96,0.00,0,1
13072.35,0.96,0.00,0,1
13077.41,0.96,0.00,0,1
13082.46,0.96,0.00,0,1
13087.52,0.96,0.00,0,1
13092.58,0.96,0.00,0,1
13097.64,0.96,0.00,0,1
13102.70,0.96,0.00,0,1
13107.76,0.96,0.00,0,1
13112.82,0.96,0.00,0,1
13117.89,0.96,0.00,0,1
13122.94,0.96,0.00,0,1
13128.01,0.96,0.00,0,1
13133.07,0.96,0.00,0,1
13138.13,0.96,0.00,0,1
13143.19,0.96,0.00,0,1
13148.25,0.96,0.00,0,1
13153.31,0.96,0.00,0,1
13158.37,0.96,0.00,0,1
13163.43,0.96,0.00,0,1
13168.49,0.96,0.00,0,1
13173.55,0.96,0.00,0,1
13178.61,0.96,0.00,0,1
13183.67,0.96,0.00,0,1
13188.73,0.96,0.00,0,1
13193.79,0.96,0.00,0,1
13198.85,0.96,0.00,0,1
13203.91,0.96,0.00,0,1
13208.98,0.96,0.00,0,1
13214.03,0.96,0.00,0,1
13219.10,0.96,0.00,0,1
13224.16,0.96,0.00,0,1
13229.22,0.96,0.00,0,1
13234.28,0.96,0.00,0,1
13239.34,0.96,0.00,0,1
13244.40,0.96,0.00,0,1
13249.46,0.96,0.00,0,1
13254.52,0.96,0.00,0,1
13259.58,0.96,0.00,0,1
13264.64,0.96,0.00,0,1
13269.70,0.96,0.00,0,1
13274.76,0.96,0.00,0,1
13279.82,0.96,0.00,0,1
13284.88,0.96,0.00,0,1
13289.94,0.96,0.00,0,1
13295.00,0.96,0.00,0,1
13300.06,0.96,0.00,0,1
13305.11,0.96,0.00,0,1
13310.17,0.96,0.00,0,1
13315.23,0.96,0.00,0,1
13320.33,0.96,0.00,0,1
13325.39,0.96,0.00,0,1
13330.45,0.96,0.00,0,1
13335.51,0.96,0.00,0,1
13340.57,0.96,0.00,0,1
13345.63,0.96,0.00,0,1
13350.69,0.96,0.00,0,1
13355.74,0.96,0.00,0,1
13360.80,0.96,0.00,0,1
13365.86,0.96,0.00,0,1
13370.92,0.96,0.00,0,1
13375.98,0.96,0.00,0,1
13381.04,0.96,0.00,0,1
13386.10,0.96,0.00,0,1
13391.16,0.96,0.00,0,1
13396.21,0.96,0.00,0,1
13401.27,0.96,0.00,0,1
13406.33,0.96,0.00,0,1
13411.39,0.96,0.00,0,1
13416.45,0.96,0.00,0,1
13421.51,0.96,0.00,0,1
13426.57,0.96,0.00,0,1
13431.62,0.96,0.00,0,1
13436.68,0.96,0.00,0,1
13441.74,0.96,0.00,0,1
13446.80,0.96,0.00,0,1
13451.86,0.96,0.00,0,1
13456.92,0.96,0.00,0,1
13461.98,0.96,0.00,0,1
13467.04,0.96,0.00,0,1
13472.10,0.96,0.00,0,1
13477.16,0.96,0.00,0,1
13482.22,0.96,0.00,0,1
13487.28,0.96,0.00,0,1
13492.34,0.96,0.00,0,1
13497.40,0.96,0.00,0,1
13502.46,0.96,0.00,0,1
13507.52,0.96,0.00,0,1
13512.58,0.96,0.00,0,1
13517.64,0.96,0.00,0,1
13522.70,0.96,0.00,0,1
13527.76,0.96,0.00,0,1
13532.83,0.96,0.00,0,1
13537.89,0.96,0.00,0,1
13542.95,0.96,0.00,0,1
13548.01,0.96,0.00,0,1
13553.07,0.96,0.00,0,1
13558.13,0.96,0.00,0,1
13563.19,0.96,0.00,0,1
13568.25,0.96,0.00,0,1
13573.31,0.96,0.00,0,1
13578.37,0.96,0.00,0,1
13583.42,0.96,0.00,0,1
13588.48,0.96,0.00,0,1
13593.54,0.96,0.00,0,1
13598.60,0.96,0.00,0,1
13603.66,0.96,0.00,0,1
13608.72,0.96,0.00,0,1
13613.78,0.96,0.00,0,1
13618.84,0.96,0.00,0,1
13623.90,0.96,0.00,0,1
13628.95,0.96,0.00,0,1
13634.01,0.96,0.00,0,1
13639.07,0.96,0.00,0,1
13644.13,0.96,0.00,0,1
13649.19,0.96,0.00,0,1
13654.25,0.96,0.00,0,1
13659.31,0.96,0.00,0,1
13664.37,0.96,0.00,0,1
13669.42,0.96,0.00,0,1
13674.48,0.96,0.00,0,1
13679.54,0.96,0.00,0,1
13684.60,0.96,0.00,0,1
13689.66,0.96,0.00,0,1
13694.72,0.96,0.00,0,1
13699.78,0.96,0.00,0,1
13704.84,0.96,0.00,0,1
13709.90,0.96,0.00,0,1
13714.95,0.96,0.00,0,1
13720.01,0.96,0.00,0,1
13725.08,0.96,0.00,0,1
13730.13,0.96,0.00,0,1
13735.20,0.96,0.00,0,1
13740.25,0.96,0.00,0,1
13745.32,0.96,0.00,0,1
13750.38,0.96,0.00,0,1
13755.44,0.96,0.00,0,1
13760.50,0.96,0.00,0,1
13765.56,0.96,0.00,0,1
13770.62,0.96,0.00,0,1
13775.68,0.96,0.00,0,1
13780.74,0.96,0.00,0,1
13785.80,0.96,0.00,0,1
13790.86,0.96,0.00,0,1
13795.92,0.96,0.00,0,1
13800.98,0.96,0.00,0,1
13806.04,0.96,0.00,0,1
13811.10,0.96,0.00,0,1
13816.16,0.96,0.00,0,1
13821.22,0.96,0.00,0,1
13826.28,0.96,0.00,0,1
13831.34,0.96,0.00,0,1
13836.40,0.96,0.00,0,1
13841.46,0.96,0.00,0,1
13846.52,0.96,0.00,0,1
13851.58,0.96,0.00,0,1
13856.64,0.96,0.00,0,1
13861.70,0.96,0.00,0,1
13866.76,0.96,0.00,0,1
13871.82,0.96,0.00,0,1
13876.88,0.96,0.00,0,1
13881.94,0.96,0.00,0,1
13887.00,0.96,0.00,0,1
13892.06,0.96,0.00,0,1
13897.12,0.96,0.00,0,1
13902.18,0.96,0.00,0,1
13907.24,0.96,0.00,0,1
13912.30,0.96,0.00,0,1
13917.36,0.96,0.00,0,1
13922.42,0.96,0.00,0,1
13927.48,0.96,0.00,0,1
13932.54,0.96,0.00,0,1
13937.60,0.96,0.00,0,1
13942.66,0.96,0.00,0,1
13947.72,0.96,0.00,0,1
13952.78,0.96,0.00,0,1
13957.84,0.96,0.00,0,1
13962.90,0.96,0.00,0,1
13967.96,0.96,0.00,0,1
13973.02,0.96,0.00,0,1
13978.08,0.96,0.00,0,1
13983.14,0.96,0.00,0,1
13988.20,0.96,0.00,0,1
13993.26,0.96,0.00,0,1
13998.33,0.96,0.00,0,1
14003.38,0.96,0.00,0,1
14008.45,0.96,0.00,0,1
14013.50,0.96,0.00,0,1
14018.57,0.96,0.00,0,1
14023.62,0.96,0.00,0,1
14028.69,0.96,0.00,0,1
14033.75,0.96,0.00,0,1
14038.81,0.96,0.00,0,1
14043.87,0.96,0.00,0,1
14048.93,0.96,0.00,0,1
14053.99,0.96,0.00,0,1
14059.05,0.96,0.00,0,1
14064.11,0.96,0.00,0,1
14069.17,0.96,0.00,0,1
14074.23,0.96,0.00,0,1
14079.29,0.96,0.00,0,1
14084.35,0.96,0.00,0,1
14089.41,0.96,0.00,0,1
14094.47,0.96,0.00,0,1
14099.53,0.96,0.00,0,1
14104.59,0.96,0.00,0,1
14109.65,0.96,0.00,0,1
14114.71,0.96,0.00,0,1
14119.77,0.96,0.00,0,1
14124.83,0.96,0.00,0,1
14129.89,0.96,0.00,0,1
14134.95,0.96,0.00,0,1
14140.01,0.96,0.00,0,1
14145.07,0.96,0.00,0,1
14150.12,0.96,0.00,0,1
14155.18,0.96,0.00,0,1
14160.24,0.96,0.00,0,1
14165.30,0.96,0.00,0,1
14170.36,0.96,0.00,0,1
14175.42,0.96,0.00,0,1
14180.48,0.96,0.00,0,1
14185.54,0.96,0.00,0,1
14190.59,0.96,0.00,0,1
14195.65,0.96,0.00,0,1
14200.71,0.96,0.00,0,1
14205.77,0.96,0.00,0,1
14210.83,0.96,0.00,0,1
14215.89,0.96,0.00,0,1
14220.97,0.96,0.00,0,1
14226.03,0.96,0.00,0,1
14231.09,0.96,0.00,0,1
14236.15,0.96,0.00,0,1
14241.21,0.96,0.00,0,1
14246.27,0.96,0.00,0,1
14251.33,0.96,0.00,0,1
14256.39,0.96,0.00,0,1
14261.45,0.96,0.00,0,1
14266.51,0.96,0.00,0,1
14271.57,0.96,0.00,0,1
14276.63,0.96,0.00,0,1
14281.69,0.96,0.00,0,1
14286.75,0.96,0.00,0,1
14291.82,0.96,0.00,0,1
14296.87,0.96,0.00,0,1
14301.94,0.96,0.00,0,1
14307.00,0.96,0.00,0,1
14312.06,0.96,0.00,0,1
14317.11,0.96,0.00,0,1
14322.18,0.96,0.00,0,1
14327.24,0.96,0.00,0,1
14332.30,0.96,0.00,0,1
14337.36,0.96,0.00,0,1
14342.42,0.96,0.00,0,1
14347.48,0.96,0.00,0,1
14352.54,0.96,0.00,0,1
14357.60,0.96,0.00,0,1
14362.66,0.96,0.00,0,1
14367.72,0.96,0.00,0,1
14372.78,0.96,0.00,0,1
14377.84,0.96,0.00,0,1
14382.90,0.96,0.00,0,1
14387.96,0.96,0.00,0,1
14393.02,0.96,0.00,0,1
14398.08,0.96,0.00,0,1
14403.14,0.96,0.00,0,1
14408.20,0.96,0.00,0,1
14413.26,0.96,0.00,0,1
14418.32,0.96,0.00,0,1
14423.38,0.96,0.00,0,1
14428.44,0.96,0.00,0,1
14433.50,0.96,0.00,0,1
14438.55,0.96,0.00,0,1
14443.61,0.96,0.00,0,1
14448.67,0.96,0.00,0,1
14453.73,0.96,0.00,0,1
14458.79,0.96,0.00,0,1
14463.85,0.96,0.00,0,1
14468.91,0.96,0.00,0,1
14473.97,0.96,0.00,0,1
14479.02,0.96,0.00,0,1
