Time,Degree,Velocity
5161.32,-28.80,-192.00
5166.49,-29.52,-144.00
5171.65,-30.24,-144.00
5176.80,-31.20,-192.00
5181.97,-31.92,-144.00
5187.13,-32.64,-144.00
5192.30,-33.36,-144.00
5197.46,-34.08,-144.00
5202.62,-34.80,-144.00
5207.79,-35.52,-144.00
5212.95,-36.24,-144.00
5218.12,-36.96,-144.00
5223.28,-37.68,-144.00
5228.45,-38.40,-144.00
5233.61,-39.12,-144.00
5238.78,-39.60,-96.00
5243.94,-40.32,-144.00
5249.10,-41.04,-144.00
5254.27,-41.52,-96.00
5259.50,-42.24,-144.00
5264.67,-42.72,-96.00
5269.82,-43.20,-96.00
5274.98,-43.92,-144.00
5280.14,-44.40,-96.00
5285.36,-44.88,-96.00
5290.54,-45.36,-96.00
5295.72,-45.84,-96.00
5300.89,-46.32,-96.00
5306.07,-46.80,-96.00
5311.24,-47.28,-96.00
5316.41,-47.76,-96.00
5321.59,-48.24,-96.00
5326.76,-48.48,-48.00
5331.93,-48.96,-96.00
5337.11,-49.20,-48.00
5342.28,-49.44,-48.00
5347.45,-49.92,-96.00
5352.62,-50.16,-48.00
5357.80,-50.40,-48.00
5363.07,-50.64,-48.00
5368.25,-50.64,-0.00
5373.42,-50.88,-48.00
5378.59,-50.88,-0.00
5383.76,-51.12,-48.00
5388.94,-51.12,-0.00
5394.11,-51.12,-0.00
5399.28,-51.12,-0.00
5404.45,-51.12,-0.00
5409.62,-51.12,-0.00
5414.80,-51.12,-0.00
5419.97,-51.12,-0.00
5425.15,-50.88,48.00
5430.32,-50.88,0.00
5435.49,-50.64,48.00
5440.66,-50.40,48.00
5445.84,-50.40,0.00
5451.01,-50.16,48.00
5456.19,-49.92,48.00
5461.36,-49.68,48.00
5466.54,-49.44,48.00
5471.71,-49.20,48.00
5476.88,-48.72,96.00
5482.06,-48.48,48.00
5487.26,-48.24,48.00
5492.43,-47.76,96.00
5497.60,-47.28,96.00
5502.78,-47.04,48.00
5507.95,-46.56,96.00
5513.13,-46.08,96.00
5518.30,-45.60,96.00
5523.48,-45.12,96.00
5528.66,-44.64,96.00
5533.83,-43.92,144.00
5539.00,-43.44,96.00
5544.15,-42.72,144.00
5549.28,-42.24,96.00
5554.41,-41.52,144.00
5559.54,-41.04,96.00
5564.66,-40.32,144.00
5569.79,-39.60,144.00
5574.91,-38.88,144.00
5580.03,-38.16,144.00
5585.15,-37.44,144.00
5590.27,-36.72,144.00
5595.40,-36.00,144.00
5600.53,-35.28,144.00
5605.65,-34.32,192.00
5610.77,-33.60,144.00
5615.89,-32.64,192.00
5621.02,-31.92,144.00
5626.16,-30.96,192.00
5631.28,-30.24,144.00
5636.40,-29.28,192.00
5641.52,-28.56,144.00
5646.64,-27.60,192.00
5651.76,-26.64,192.00
5656.88,-25.68,192.00
5662.01,-24.72,192.00
5667.14,-24.00,144.00
5672.26,-23.04,192.00
5677.39,-22.08,192.00
5682.51,-21.12,192.00
5687.63,-20.16,192.00
5692.75,-19.20,192.00
5697.88,-18.24,192.00
5703.00,-17.28,192.00
5708.12,-16.32,192.00
5713.24,-15.36,192.00
5718.37,-14.40,192.00
5723.49,-13.44,192.00
5728.61,-12.24,240.00
5733.73,-11.28,192.00
5738.85,-10.32,192.00
5743.97,-9.36,192.00
5749.10,-8.16,240.00
5754.22,-7.20,192.00
5759.34,-6.24,192.00
5764.46,-5.04,240.00
5769.59,-4.08,192.00
5774.71,-2.88,240.00
5779.83,-1.92,192.00
5784.97,-0.96,192.00
5790.09,0.24,240.00
5795.21,1.20,192.00
5800.33,2.40,240.00
5805.45,3.36,192.00
5810.57,4.32,192.00
5815.69,5.52,240.00
5820.81,6.48,192.00
5825.94,7.44,192.00
5831.05,8.64,240.00
5836.17,9.60,192.00
5841.31,10.56,192.00
5846.43,11.76,240.00
5851.55,12.72,192.00
5856.67,13.92,240.00
5861.81,14.88,192.00
5866.94,15.84,192.00
5872.06,17.04,240.00
5877.18,18.00,192.00
5882.34,18.96,192.00
5887.47,20.16,240.00
5892.60,21.12,192.00
5897.72,22.08,192.00
5902.85,23.04,192.00
5908.00,24.24,240.00
5913.15,25.20,192.00
5918.31,26.16,192.00
5923.45,27.12,192.00
5928.63,28.08,192.00
5933.79,29.04,192.00
5938.97,30.00,192.00
5944.17,30.96,192.00
5949.32,31.92,192.00
5954.46,32.64,144.00
5959.59,33.60,192.00
5964.71,34.56,192.00
5969.84,35.28,144.00
5974.97,36.24,192.00
5980.09,36.96,144.00
5985.22,37.92,192.00
5990.34,38.64,144.00
5995.45,39.36,144.00
6000.56,40.08,144.00
6005.67,40.80,144.00
6010.77,41.52,144.00
6015.88,42.24,144.00
6020.99,42.96,144.00
6026.10,43.68,144.00
6031.21,44.16,96.00
6036.32,44.88,144.00
6041.43,45.36,96.00
6046.54,45.84,96.00
6051.65,46.56,144.00
6056.76,47.04,96.00
6061.87,47.28,48.00
6066.98,47.76,96.00
6072.09,48.24,96.00
6077.20,48.48,48.00
6082.31,48.72,48.00
6087.43,48.96,48.00
6092.55,49.20,48.00
6097.68,49.44,48.00
6102.81,49.44,0.00
6107.94,49.68,48.00
6113.07,49.68,0.00
6118.20,49.68,0.00
6123.33,49.68,0.00
6128.46,49.44,-48.00
6133.59,49.44,-0.00
6138.71,49.44,-0.00
6143.84,49.20,-48.00
6149.02,48.96,-48.00
6154.21,48.72,-48.00
6159.39,48.48,-48.00
6164.58,48.24,-48.00
6169.76,47.76,-96.00
6174.94,47.52,-48.00
6180.12,47.04,-96.00
6185.31,46.56,-96.00
6190.49,46.08,-96.00
6195.67,45.60,-96.00
6200.85,44.88,-144.00
6206.04,44.40,-96.00
6211.22,43.68,-144.00
6216.40,42.96,-144.00
6221.58,42.24,-144.00
6226.74,41.52,-144.00
6231.87,40.80,-144.00
6237.00,39.84,-192.00
6242.13,39.12,-144.00
6247.26,38.40,-144.00
6252.40,37.44,-192.00
6257.53,36.48,-192.00
6262.66,35.76,-144.00
6267.79,34.80,-192.00
6272.91,33.84,-192.00
6278.04,32.88,-192.00
6283.17,31.92,-192.00
6288.30,30.96,-192.00
6293.43,30.00,-192.00
6298.56,29.04,-192.00
6303.68,28.08,-192.00
6308.81,27.12,-192.00
6313.94,26.16,-192.00
6319.07,25.20,-192.00
6324.19,24.24,-192.00
6329.32,23.28,-192.00
6334.45,22.32,-192.00
6339.58,21.36,-192.00
6344.71,20.40,-192.00
6349.84,19.44,-192.00
6355.11,18.48,-192.00
6360.27,17.52,-192.00
6365.40,16.56,-192.00
6370.52,15.60,-192.00
6375.65,14.64,-192.00
6380.78,13.92,-144.00
6385.91,12.96,-192.00
6391.04,12.00,-192.00
6396.17,11.04,-192.00
6401.30,10.32,-144.00
6406.42,9.36,-192.00
6411.55,8.40,-192.00
6416.68,7.44,-192.00
6421.81,6.72,-144.00
6426.93,5.76,-192.00
6432.06,4.80,-192.00
6437.18,4.08,-144.00
6442.31,3.12,-192.00
6447.44,2.16,-192.00
6452.56,1.44,-144.00
6457.69,0.48,-192.00
6462.82,-0.24,-144.00
6467.95,-1.20,-192.00
6473.07,-1.92,-144.00
6478.20,-2.88,-192.00
6483.33,-3.60,-144.00
6488.45,-4.32,-144.00
6493.58,-5.28,-192.00
6498.70,-6.00,-144.00
6503.83,-6.72,-144.00
6508.96,-7.44,-144.00
6514.08,-8.16,-144.00
6519.21,-8.88,-144.00
6524.34,-9.60,-144.00
6529.47,-10.08,-96.00
6534.60,-10.80,-144.00
6539.73,-11.28,-96.00
6544.86,-12.00,-144.00
6549.99,-12.48,-96.00
6555.12,-12.96,-96.00
6560.24,-13.44,-96.00
6565.38,-13.92,-96.00
6570.51,-14.40,-96.00
6575.64,-14.88,-96.00
6580.76,-15.36,-96.00
6585.89,-15.60,-48.00
6591.02,-16.08,-96.00
6596.15,-16.32,-48.00
6601.28,-16.56,-48.00
6606.41,-16.80,-48.00
6611.54,-17.28,-96.00
6616.67,-17.52,-48.00
6621.79,-17.52,-0.00
6626.92,-17.76,-48.00
6632.05,-18.00,-48.00
6637.18,-18.24,-48.00
6642.31,-18.24,-0.00
6647.44,-18.48,-48.00
6652.56,-18.48,-0.00
6657.69,-18.72,-48.00
6662.82,-18.72,-0.00
6667.94,-18.72,-0.00
6673.07,-18.72,-0.00
6678.20,-18.96,-48.00
6683.32,-18.96,-0.00
6688.45,-18.96,-0.00
6693.59,-18.96,-0.00
6698.72,-18.96,-0.00
6703.84,-18.72,48.00
6708.97,-18.72,0.00
6714.10,-18.48,48.00
6719.22,-18.48,0.00
6724.35,-18.24,48.00
6729.48,-18.24,0.00
6734.61,-18.00,48.00
6739.74,-18.00,0.00
6744.87,-17.76,48.00
6749.99,-17.52,48.00
6755.12,-17.52,0.00
6760.25,-17.28,48.00
6765.38,-17.28,0.00
6770.51,-17.04,48.00
6775.64,-17.04,0.00
6780.77,-16.80,48.00
6785.90,-16.80,0.00
6791.02,-16.56,48.00
6796.16,-16.56,0.00
6801.29,-16.32,48.00
6806.42,-16.32,0.00
6811.55,-16.08,48.00
6816.68,-15.84,48.00
6821.80,-15.84,0.00
6826.93,-15.60,48.00
6832.06,-15.60,0.00
6837.18,-15.36,48.00
6842.31,-15.36,0.00
6847.44,-15.12,48.00
6852.57,-15.12,0.00
6857.70,-14.88,48.00
6862.82,-14.88,0.00
6867.95,-14.64,48.00
6873.08,-14.40,48.00
6878.21,-14.40,0.00
6883.33,-14.16,48.00
6888.46,-14.16,0.00
6893.58,-13.92,48.00
6898.73,-13.92,0.00
6903.85,-13.68,48.00
6908.97,-13.68,0.00
6914.09,-13.44,48.00
6919.21,-13.44,0.00
6924.33,-13.20,48.00
6929.45,-13.20,0.00
6934.57,-12.96,48.00
6939.69,-12.96,0.00
6944.81,-12.72,48.00
6949.94,-12.48,48.00
6955.09,-12.48,0.00
6960.28,-12.24,48.00
6965.43,-12.24,0.00
6970.60,-12.00,48.00
6975.78,-12.00,0.00
6980.92,-11.76,48.00
6986.09,-11.76,0.00
6991.26,-11.52,48.00
6996.41,-11.52,0.00
7001.54,-11.28,48.00
7006.65,-11.28,0.00
7011.76,-11.04,48.00
7016.87,-11.04,0.00
7021.98,-10.80,48.00
7027.09,-10.80,0.00
7032.20,-10.56,48.00
7037.31,-10.56,0.00
7042.42,-10.32,48.00
7047.53,-10.32,0.00
7052.64,-10.08,48.00
7057.74,-9.84,48.00
7062.85,-9.84,0.00
7067.96,-9.60,48.00
7073.07,-9.60,0.00
7078.18,-9.36,48.00
7083.29,-9.36,0.00
7088.40,-9.12,48.00
7093.51,-9.12,0.00
7098.62,-8.88,48.00
7103.73,-8.88,0.00
7108.86,-8.64,48.00
7113.98,-8.64,0.00
7119.11,-8.40,48.00
7124.24,-8.40,0.00
7129.36,-8.16,48.00
7134.49,-8.16,0.00
7139.62,-8.16,0.00
7144.74,-7.92,48.00
7149.87,-7.92,0.00
7155.00,-7.68,48.00
7160.12,-7.68,0.00
7165.25,-7.44,48.00
7170.38,-7.44,0.00
7175.50,-7.20,48.00
7180.63,-7.20,0.00
7185.75,-6.96,48.00
7190.88,-6.96,0.00
7196.01,-6.72,48.00
7201.13,-6.72,0.00
7206.26,-6.48,48.00
7211.38,-6.48,0.00
7216.51,-6.24,48.00
7221.64,-6.24,0.00
7226.76,-6.24,0.00
7231.88,-6.00,48.00
7237.01,-6.00,0.00
7242.14,-5.76,48.00
7247.26,-5.76,0.00
7252.39,-5.52,48.00
7257.51,-5.52,0.00
7262.64,-5.28,48.00
7267.76,-5.28,0.00
7272.89,-5.28,0.00
7278.01,-5.04,48.00
7283.14,-5.04,0.00
7288.26,-4.80,48.00
7293.38,-4.80,0.00
7298.51,-4.56,48.00
7303.64,-4.56,0.00
7308.76,-4.32,48.00
7313.88,-4.32,0.00
7319.02,-4.32,0.00
7324.14,-4.08,48.00
7329.27,-4.08,0.00
7334.40,-3.84,48.00
7339.52,-3.84,0.00
7344.65,-3.84,0.00
7349.77,-3.60,48.00
7354.90,-3.60,0.00
7360.03,-3.36,48.00
7365.16,-3.36,0.00
7370.28,-3.36,0.00
7375.51,-3.12,48.00
7380.64,-3.12,0.00
7385.76,-2.88,48.00
7390.89,-2.88,0.00
7396.01,-2.88,0.00
7401.14,-2.64,48.00
7406.27,-2.64,0.00
7411.39,-2.64,0.00
7416.52,-2.40,48.00
7421.64,-2.40,0.00
7426.76,-2.16,48.00
7431.89,-2.16,0.00
7437.01,-2.16,0.00
7442.13,-1.92,48.00
7447.26,-1.92,0.00
7452.38,-1.92,0.00
7457.51,-1.68,48.00
7462.64,-1.68,0.00
7467.76,-1.68,0.00
7472.88,-1.44,48.00
7478.01,-1.44,0.00
7483.13,-1.20,48.00
7488.26,-1.20,0.00
7493.38,-1.20,0.00
7498.51,-0.96,48.00
7503.63,-0.96,0.00
7508.76,-0.96,0.00
7513.88,-0.72,48.00
7519.01,-0.72,0.00
7524.14,-0.72,0.00
7529.26,-0.48,48.00
7534.39,-0.48,0.00
7539.51,-0.48,0.00
7544.64,-0.48,0.00
7549.76,-0.24,48.00
7554.89,-0.24,0.00
7560.01,-0.24,0.00
7565.14,0.00,48.00
7570.26,0.00,0.00
7575.39,0.00,0.00
7580.51,0.24,48.00
7585.64,0.24,0.00
7590.77,0.24,0.00
7595.89,0.48,48.00
7601.02,0.48,0.00
7606.14,0.48,0.00
7611.26,0.48,0.00
7616.39,0.72,48.00
7621.51,0.72,0.00
7626.64,0.72,0.00
7631.76,0.72,0.00
7636.89,0.96,48.00
7642.01,0.96,0.00
7647.14,0.96,0.00
7652.26,1.20,48.00
7657.38,1.20,0.00
7662.50,1.20,0.00
7667.63,1.20,0.00
7672.75,1.44,48.00
7677.87,1.44,0.00
7682.99,1.44,0.00
7688.12,1.44,0.00
7693.24,1.68,48.00
7698.36,1.68,0.00
7703.48,1.68,0.00
7708.61,1.68,0.00
7713.74,1.92,48.00
7718.86,1.92,0.00
7723.98,1.92,0.00
7729.09,1.92,0.00
7734.22,1.92,0.00
7739.34,2.16,48.00
7744.47,2.16,0.00
7749.59,2.16,0.00
7754.71,2.16,0.00
7759.84,2.16,0.00
7764.96,2.40,48.00
7770.09,2.40,0.00
7775.21,2.40,0.00
7780.33,2.40,0.00
7785.46,2.40,0.00
7790.58,2.64,48.00
7795.71,2.64,0.00
7800.83,2.64,0.00
7805.95,2.64,0.00
7811.07,2.64,0.00
7816.21,2.88,48.00
7821.33,2.88,0.00
7826.46,2.88,0.00
7831.58,2.88,0.00
7836.71,2.88,0.00
7841.83,2.88,0.00
7846.95,3.12,48.00
7852.08,3.12,0.00
7857.21,3.12,0.00
7862.34,3.12,0.00
7867.46,3.12,0.00
7872.58,3.12,0.00
7877.70,3.36,48.00
7882.83,3.36,0.00
7887.95,3.36,0.00
7893.07,3.36,0.00
7898.20,3.36,0.00
7903.32,3.36,0.00
7908.45,3.36,0.00
7913.57,3.60,48.00
7918.72,3.60,0.00
7923.84,3.60,0.00
7928.96,3.60,0.00
7934.07,3.60,0.00
7939.19,3.60,0.00
7944.33,3.60,0.00
7949.45,3.60,0.00
7954.58,3.84,48.00
