Time,Degree,Velocity,Force,Electromagnet_Clutch_1,Electromagnet_Clutch_2,Electromagnet_Clutch_3,Electromagnet_Clutch_4
8121.29,-52.56,-15.36,-0.10,0,1,0,0
8129.82,-52.74,-15.47,-0.10,0,1,0,0
8138.50,-52.74,-15.47,-0.10,0,1,0,0
8147.14,-52.92,-15.46,-0.10,0,1,0,0
8155.78,-53.10,-15.29,-0.10,0,1,0,0
8164.44,-53.10,-15.29,-0.10,0,1,0,0
8173.08,-53.28,-14.79,-0.10,0,1,0,0
8181.72,-53.46,-14.23,-0.10,0,1,0,0
8190.38,-53.46,-14.23,-0.10,0,1,0,0
8199.01,-53.64,-13.70,-0.10,0,1,0,0
8207.66,-53.82,-13.35,-0.10,0,1,0,0
8216.29,-53.82,-13.35,-0.10,0,1,0,0
8224.93,-54.00,-12.50,-0.10,0,1,0,0
8233.55,-54.00,-12.50,-0.10,0,1,0,0
8242.20,-54.18,-11.65,-0.10,0,1,0,0
8250.85,-54.36,-10.96,-0.10,0,1,0,0
8259.49,-54.36,-10.96,0.00,0,1,0,0
8268.11,-54.36,-10.96,0.00,0,1,0,0
8276.75,-54.54,-10.16,0.00,0,1,0,0
8285.38,-54.54,-10.16,-0.10,0,1,0,0
8294.02,-54.72,-9.87,-0.10,0,1,0,0
8302.64,-54.72,-9.87,-0.10,0,1,0,0
8311.31,-54.90,-10.21,0.00,0,1,0,0
8319.93,-54.90,-10.21,0.00,0,1,0,0
8328.57,-55.08,-10.29,0.00,0,1,0,0
8337.24,-55.08,-10.29,-0.10,0,1,0,0
8345.88,-55.26,-10.50,-0.10,0,1,0,0
8354.51,-55.26,-10.50,-0.10,0,1,0,0
8363.15,-55.44,-10.65,0.00,0,1,0,0
8371.77,-55.44,-10.65,0.00,0,1,0,0
8380.61,-55.62,-10.33,0.00,0,1,0,0
8389.24,-55.62,-10.33,-0.10,0,1,0,0
8397.88,-55.80,-10.55,-0.10,0,1,0,0
8406.52,-55.98,-11.40,-0.10,0,1,0,0
8415.15,-55.98,-11.40,0.00,0,1,0,0
8423.81,-56.16,-11.81,0.00,0,1,0,0
8432.43,-56.16,-11.81,0.00,0,1,0,0
8441.11,-56.34,-12.11,-0.10,0,1,0,0
8449.72,-56.34,-12.11,-0.10,0,1,0,0
8458.35,-56.52,-12.75,-0.10,0,1,0,0
8466.99,-56.70,-13.53,-0.10,0,1,0,0
8475.61,-56.70,-13.53,-0.10,0,1,0,0
8483.97,-56.88,-13.73,-0.10,0,1,0,0
8492.32,-57.06,-13.30,-0.10,0,1,0,0
8500.68,-57.06,-13.30,-0.10,0,1,0,0
8509.04,-57.24,-13.00,-0.10,0,1,0,0
8517.37,-57.24,-13.00,-0.10,0,1,0,0
8525.70,-57.42,-13.03,-0.10,0,1,0,0
8534.10,-57.60,-13.01,-0.10,0,1,0,0
8542.48,-57.60,-13.01,-0.10,0,1,0,0
8550.84,-57.78,-12.58,-0.10,0,1,0,0
8559.20,-57.78,-12.58,-0.10,0,1,0,0
8567.66,-57.96,-12.49,-0.10,0,1,0,0
8576.00,-58.14,-12.65,-0.10,0,1,0,0
8584.33,-58.14,-12.65,-0.10,0,1,0,0
8592.68,-58.32,-12.34,-0.10,0,1,0,0
8601.03,-58.32,-12.34,-0.10,0,1,0,0
8609.38,-58.50,-11.74,-0.10,0,1,0,0
8617.74,-58.50,-11.74,-0.10,0,1,0,0
8626.08,-58.68,-10.79,-0.10,0,1,0,0
8634.42,-58.68,-10.79,-0.10,0,1,0,0
8642.79,-58.86,-10.64,-0.10,0,1,0,0
8651.14,-58.86,-10.64,-0.10,0,1,0,0
8659.49,-59.04,-10.99,-0.10,0,1,0,0
8667.84,-59.04,-10.99,-0.10,0,1,0,0
8676.17,-59.22,-11.27,-0.10,0,1,0,0
8684.53,-59.22,-11.27,-0.10,0,1,0,0
8692.87,-59.40,-11.66,-0.10,0,1,0,0
8701.22,-59.40,-11.66,-0.10,0,1,0,0
8709.57,-59.58,-11.49,-0.10,0,1,0,0
8717.93,-59.58,-11.49,-0.10,0,1,0,0
8726.27,-59.76,-10.84,-0.10,0,1,0,0
8734.61,-59.76,-10.84,-0.10,0,1,0,0
8742.98,-59.94,-10.31,0.00,0,1,0,0
8751.33,-59.94,-10.31,0.00,0,1,0,0
8759.68,-60.12,-10.57,0.00,0,1,0,0
8768.03,-60.12,-10.57,0.00,0,1,0,0
8776.36,-60.30,-11.32,0.00,0,1,0,0
8784.70,-60.48,-11.62,0.00,0,1,0,0
8793.05,-60.48,-11.62,0.00,0,1,0,0
8801.39,-60.66,-11.70,0.00,0,1,0,0
8809.74,-60.66,-11.70,0.00,0,1,0,0
8818.09,-60.84,-11.27,0.00,0,1,0,0
8826.43,-60.84,-11.27,0.00,0,1,0,0
8834.77,-61.02,-9.92,0.00,0,1,0,0
8843.13,-61.02,-9.92,-0.10,0,1,0,0
8851.48,-61.02,-9.92,-0.10,0,1,0,0
8859.83,-61.20,-9.26,-0.10,0,1,0,0
8868.18,-61.20,-9.26,0.00,0,1,0,0
8876.51,-61.38,-9.50,0.00,0,1,0,0
8884.88,-61.38,-9.50,0.00,0,1,0,0
8893.32,-61.56,-9.96,-0.10,0,1,0,0
8901.67,-61.56,-9.96,-0.10,0,1,0,0
8910.02,-61.74,-10.12,-0.10,0,1,0,0
8918.37,-61.74,-10.12,-0.10,0,1,0,0
8926.71,-61.92,-9.81,-0.10,0,1,0,0
8935.16,-61.92,-9.81,-0.10,0,1,0,0
8943.59,-61.92,-9.81,-0.10,0,1,0,0
8951.96,-62.10,-9.50,-0.10,0,1,0,0
8960.35,-62.10,-9.50,-0.10,0,1,0,0
8968.69,-62.28,-8.85,-0.10,0,1,0,0
8977.04,-62.28,-8.85,-0.10,0,1,0,0
8985.39,-62.28,-8.85,-0.10,0,1,0,0
8993.73,-62.46,-7.97,-0.10,0,1,0,0
9002.10,-62.46,-7.97,-0.10,0,1,0,0
9010.45,-62.64,-8.14,-0.10,0,1,0,0
9018.88,-62.64,-8.14,0.00,0,1,0,0
9027.30,-62.64,-8.14,0.00,0,1,0,0
9035.72,-62.82,-8.76,0.00,0,1,0,0
9044.10,-62.82,-8.76,0.00,0,1,0,0
9052.50,-63.00,-8.72,0.00,0,1,0,0
9060.85,-63.00,-8.72,0.00,0,1,0,0
9069.17,-63.00,-8.72,0.00,0,1,0,0
9077.47,-63.18,-8.75,0.00,0,1,0,0
9085.78,-63.18,-8.75,0.00,0,1,0,0
9094.09,-63.36,-8.80,0.00,0,1,0,0
9102.39,-63.36,-8.80,0.00,0,1,0,0
9110.70,-63.54,-9.87,0.00,0,1,0,0
9119.00,-63.54,-9.87,0.00,0,1,0,0
9127.31,-63.72,-11.09,0.00,0,1,0,0
9135.61,-63.72,-11.09,0.00,0,1,0,0
9143.96,-63.90,-11.00,0.00,0,1,0,0
9152.32,-63.90,-11.00,0.00,0,1,0,0
9160.67,-64.08,-10.82,0.00,0,1,0,0
9169.02,-64.08,-10.82,0.00,0,1,0,0
9177.37,-64.26,-10.80,0.00,0,1,0,0
9185.75,-64.26,-10.80,0.00,0,1,0,0
9194.13,-64.44,-11.58,0.00,0,1,0,0
9202.51,-64.44,-11.58,0.00,0,1,0,0
9210.89,-64.62,-12.83,0.00,0,1,0,0
9219.26,-64.80,-13.86,0.00,0,1,0,0
9227.64,-64.80,-13.86,0.00,0,1,0,0
9236.04,-64.98,-13.80,0.00,0,1,0,0
9244.45,-64.98,-13.80,0.00,0,1,0,0
9252.83,-65.16,-13.45,0.00,0,1,0,0
9261.21,-65.34,-12.70,0.00,0,1,0,0
9269.59,-65.34,-12.70,0.00,0,1,0,0
9277.97,-65.52,-12.38,0.00,0,1,0,0
9286.34,-65.52,-12.38,0.00,0,1,0,0
9294.72,-65.70,-12.33,0.00,0,1,0,0
9303.10,-65.70,-12.33,0.00,0,1,0,0
9311.48,-65.88,-12.30,0.00,0,1,0,0
9319.86,-66.06,-12.14,0.00,0,1,0,0
9328.24,-66.06,-12.14,0.00,0,1,0,0
9336.62,-66.24,-11.74,0.00,0,1,0,0
9345.03,-66.24,-11.74,0.00,0,1,0,0
9353.42,-66.42,-11.11,0.00,0,1,0,0
9361.80,-66.42,-11.11,0.00,0,1,0,0
9370.18,-66.60,-10.66,0.00,0,1,0,0
9378.55,-66.60,-10.66,0.00,0,1,0,0
9386.93,-66.78,-9.63,0.00,0,1,0,0
9395.31,-66.78,-9.63,0.00,0,1,0,0
9403.68,-66.78,-9.63,0.00,0,1,0,0
9412.07,-66.96,-8.56,0.00,0,1,0,0
9420.45,-66.96,-8.56,0.00,0,1,0,0
9428.83,-67.14,-8.07,0.00,0,1,0,0
9437.20,-67.14,-8.07,0.00,0,1,0,0
9445.61,-67.14,-8.07,-0.10,0,1,0,0
9453.99,-67.14,-8.07,-0.10,0,1,0,0
9462.38,-67.32,-6.66,-0.10,0,1,0,0
9470.75,-67.32,-6.66,-0.10,0,1,0,0
9479.13,-67.32,-6.66,-0.10,0,1,0,0
9487.49,-67.32,-6.66,-0.10,0,1,0,0
9495.87,-67.32,-6.66,-0.10,0,1,0,0
9504.26,-67.50,-4.07,-0.10,0,1,0,0
9512.64,-67.50,-4.07,-0.10,0,1,0,0
9521.01,-67.50,-4.07,0.00,0,1,0,0
9529.38,-67.50,-4.07,0.00,0,1,0,0
9537.76,-67.50,-4.07,0.00,0,1,0,0
9546.16,-67.50,-4.07,0.00,0,1,0,0
9554.54,-67.68,-3.72,0.00,0,1,0,0
9562.92,-67.68,-3.72,0.00,0,1,0,0
9571.30,-67.68,-3.72,0.00,0,1,0,0
9579.67,-67.68,-3.72,0.00,0,1,0,0
9588.04,-67.86,-5.02,0.00,0,1,0,0
9596.44,-67.86,-5.02,0.00,0,1,0,0
9604.82,-67.86,-5.02,0.00,0,1,0,0
9613.19,-68.04,-6.38,0.00,0,1,0,0
9621.57,-68.04,-6.38,0.00,0,1,0,0
9629.95,-68.04,-6.38,0.00,0,1,0,0
9638.32,-68.22,-8.24,0.00,0,1,0,0
9646.73,-68.22,-8.24,0.00,0,1,0,0
9655.11,-68.40,-9.68,0.00,0,1,0,0
9663.49,-68.40,-9.68,0.00,0,1,0,0
9671.86,-68.58,-10.30,0.00,0,1,0,0
9680.24,-68.58,-10.30,0.00,0,1,0,0
9688.62,-68.76,-10.09,0.00,0,1,0,0
9697.00,-68.76,-10.09,0.00,0,1,0,0
9705.37,-68.76,-10.09,0.00,0,1,0,0
9713.75,-68.94,-9.39,0.00,0,1,0,0
9722.13,-68.94,-9.39,0.00,0,1,0,0
9730.50,-69.12,-10.06,0.00,0,1,0,0
9738.88,-69.12,-10.06,0.00,0,1,0,0
9747.28,-69.30,-11.86,0.00,0,1,0,0
9755.66,-69.48,-12.79,0.00,0,1,0,0
9764.04,-69.48,-12.79,0.00,0,1,0,0
9772.42,-69.66,-12.88,0.00,0,1,0,0
9780.79,-69.66,-12.88,0.00,0,1,0,0
9789.17,-69.84,-12.82,0.00,0,1,0,0
9797.55,-69.84,-12.82,0.00,0,1,0,0
9806.07,-70.02,-11.49,0.00,0,1,0,0
9814.45,-70.02,-11.49,0.00,0,1,0,0
9822.83,-70.20,-9.77,0.00,0,1,0,0
9831.20,-70.20,-9.77,0.00,0,1,0,0
9839.58,-70.38,-8.58,0.00,0,1,0,0
9847.98,-70.38,-8.58,0.00,0,1,0,0
9856.36,-70.38,-8.58,0.00,0,1,0,0
9864.73,-70.56,-8.21,0.00,0,1,0,0
9873.11,-70.56,-8.21,0.00,0,1,0,0
9881.49,-70.56,-8.21,0.00,0,1,0,0
9889.86,-70.74,-7.17,0.00,0,1,0,0
9898.23,-70.74,-7.17,0.00,0,1,0,0
9906.61,-70.74,-7.17,0.00,0,1,0,0
9914.98,-70.92,-5.99,0.00,0,1,0,0
9923.35,-70.92,-5.99,0.00,0,1,0,0
9931.83,-70.92,-5.99,0.00,0,1,0,0
9940.20,-70.92,-5.99,0.00,0,1,0,0
9948.60,-71.10,-6.24,0.00,0,1,0,0
9956.97,-71.10,-6.24,0.00,0,1,0,0
9965.35,-71.10,-6.24,0.00,0,1,0,0
9973.73,-71.28,-8.11,0.00,0,1,0,0
9982.10,-71.28,-8.11,0.00,0,1,0,0
9990.48,-71.46,-8.49,0.00,0,1,0,0
9998.86,-71.46,-8.49,0.00,0,1,0,0
10007.23,-71.46,-8.49,0.00,0,1,0,0
10015.60,-71.64,-7.58,0.00,0,1,0,0
10023.98,-71.64,-7.58,0.00,0,1,0,0
10032.36,-71.64,-7.58,0.00,0,1,0,0
10040.74,-71.82,-6.71,0.00,0,1,0,0
10049.14,-71.82,-6.71,0.00,0,1,0,0
10057.57,-71.82,-6.71,0.00,0,1,0,0
10066.46,-72.00,-6.25,0.00,0,1,0,0
10075.28,-72.00,-6.25,0.00,0,1,0,0
10083.96,-72.00,-6.25,0.00,0,1,0,0
10092.45,-72.18,-7.22,0.00,0,1,0,0
10100.92,-72.18,-7.22,0.00,0,1,0,0
10109.32,-72.18,-7.22,0.00,0,1,0,0
10117.70,-72.36,-6.87,0.00,0,1,0,0
10126.08,-72.36,-6.87,0.00,0,1,0,0
10134.46,-72.36,-6.87,0.00,0,1,0,0
10142.84,-72.36,-6.87,0.00,0,1,0,0
10151.27,-72.54,-5.87,0.00,0,1,0,0
10159.59,-72.54,-5.87,0.00,0,1,0,0
10167.92,-72.54,-5.87,0.00,0,1,0,0
10176.24,-72.72,-6.63,0.00,0,1,0,0
10184.56,-72.72,-6.63,0.00,0,1,0,0
10192.88,-72.72,-6.63,0.00,0,1,0,0
10201.21,-72.90,-7.87,0.00,0,1,0,0
10209.53,-72.90,-7.87,0.00,0,1,0,0
10217.85,-72.90,-7.87,0.00,0,1,0,0
10226.17,-73.08,-7.98,0.00,0,1,0,0
10234.50,-73.08,-7.98,0.00,0,1,0,0
10242.82,-73.08,-7.98,0.00,0,1,0,0
10251.20,-73.26,-7.88,0.00,0,1,0,0
10259.62,-73.26,-7.88,0.00,0,1,0,0
10268.05,-73.44,-8.05,0.00,0,1,0,0
10276.48,-73.44,-8.05,0.00,0,1,0,0
10284.91,-73.44,-8.05,0.00,0,1,0,0
10293.33,-73.62,-8.48,0.00,0,1,0,0
10301.76,-73.62,-8.48,0.00,0,1,0,0
10310.18,-73.80,-8.85,0.00,0,1,0,0
10318.60,-73.80,-8.85,0.00,0,1,0,0
10327.03,-73.80,-8.85,0.00,0,1,0,0
10335.45,-73.98,-9.11,0.00,0,1,0,0
10343.88,-73.98,-9.11,0.00,0,1,0,0
10352.38,-74.16,-9.09,0.00,0,1,0,0
10360.77,-74.16,-9.09,0.00,0,1,0,0
10369.15,-74.34,-9.07,0.00,0,1,0,0
10377.53,-74.34,-9.07,-0.10,0,1,0,0
10385.92,-74.34,-9.07,-0.10,0,1,0,0
10394.30,-74.52,-9.28,-0.10,0,1,0,0
10402.68,-74.52,-9.28,-0.10,0,1,0,0
10411.07,-74.70,-9.88,-0.10,0,1,0,0
10419.45,-74.70,-9.88,-0.10,0,1,0,0
10427.83,-74.88,-9.91,-0.10,0,1,0,0
10436.22,-74.88,-9.91,-0.10,0,1,0,0
10444.62,-75.06,-10.22,-0.10,0,1,0,0
10453.03,-75.06,-10.22,0.00,0,1,0,0
10461.41,-75.24,-10.88,0.00,0,1,0,0
10469.79,-75.24,-10.88,0.00,0,1,0,0
10478.17,-75.42,-11.35,0.00,0,1,0,0
10486.56,-75.42,-11.35,0.00,0,1,0,0
10494.94,-75.60,-11.98,0.00,0,1,0,0
10503.34,-75.78,-12.47,0.00,0,1,0,0
10511.73,-75.78,-12.47,0.00,0,1,0,0
10520.11,-75.96,-12.42,0.00,0,1,0,0
10528.49,-75.96,-12.42,0.00,0,1,0,0
10536.87,-76.14,-12.51,0.00,0,1,0,0
10545.25,-76.14,-12.51,0.00,0,1,0,0
10553.66,-76.32,-12.33,0.00,0,1,0,0
10562.06,-76.50,-11.21,0.00,0,1,0,0
10570.44,-76.50,-11.21,0.00,0,1,0,0
10578.83,-76.50,-11.21,0.00,0,1,0,0
10587.21,-76.68,-10.11,0.00,0,1,0,0
10595.59,-76.68,-10.11,0.00,0,1,0,0
10603.97,-76.86,-8.90,0.00,0,1,0,0
10612.36,-76.86,-8.90,0.00,0,1,0,0
10620.75,-76.86,-8.90,0.00,0,1,0,0
10629.13,-77.04,-8.12,0.00,0,1,0,0
10637.51,-77.04,-8.12,0.00,0,1,0,0
10645.89,-77.22,-7.72,0.00,0,1,0,0
10654.30,-77.22,-7.72,0.00,0,1,0,0
10662.68,-77.22,-7.72,0.00,0,1,0,0
10671.09,-77.40,-8.07,0.00,0,1,0,0
10679.49,-77.40,-8.07,0.00,0,1,0,0
10687.87,-77.40,-8.07,0.00,0,1,0,0
10696.25,-77.58,-8.60,0.00,0,1,0,0
10704.64,-77.58,-8.60,0.00,0,1,0,0
10713.02,-77.76,-9.45,0.00,0,1,0,0
10721.40,-77.76,-9.45,0.00,0,1,0,0
10729.78,-77.94,-10.35,0.00,0,1,0,0
10738.17,-77.94,-10.35,0.00,0,1,0,0
10746.55,-78.12,-11.26,0.00,0,1,0,0
10754.96,-78.12,-11.26,0.00,0,1,0,0
10763.34,-78.30,-11.29,0.00,0,1,0,0
10771.72,-78.30,-11.29,0.00,0,1,0,0
10780.10,-78.48,-11.34,0.00,0,1,0,0
10788.48,-78.66,-12.17,0.00,0,1,0,0
10796.88,-78.66,-12.17,0.00,0,1,0,0
10805.26,-78.84,-12.21,0.00,0,1,0,0
10813.64,-78.84,-12.21,0.00,0,1,0,0
10822.02,-79.02,-12.50,0.00,0,1,0,0
10830.41,-79.02,-12.50,0.00,0,1,0,0
10838.79,-79.20,-12.88,0.00,0,1,0,0
10847.17,-79.38,-11.86,0.00,0,1,0,0
10855.58,-79.38,-11.86,0.00,0,1,0,0
10863.98,-79.56,-10.69,0.00,0,1,0,0
10872.36,-79.56,-10.69,0.00,0,1,0,0
10880.74,-79.74,-10.77,0.00,0,1,0,0
10889.12,-79.74,-10.77,0.00,0,1,0,0
10897.53,-79.92,-11.27,0.00,0,1,0,0
10906.02,-79.92,-11.27,0.00,0,1,0,0
10914.41,-80.10,-11.04,0.00,0,1,0,0
10922.79,-80.10,-11.04,0.00,0,1,0,0
10931.18,-80.28,-11.05,0.00,0,1,0,0
10939.56,-80.28,-11.05,0.00,0,1,0,0
10947.94,-80.46,-11.25,0.00,0,1,0,0
10956.35,-80.46,-11.25,0.00,0,1,0,0
10964.74,-80.64,-11.23,0.00,0,1,0,0
10973.12,-80.64,-11.23,0.00,0,1,0,0
10981.50,-80.82,-10.80,0.00,0,1,0,0
10989.88,-80.82,-10.80,0.00,0,1,0,0
10998.26,-81.00,-11.20,0.00,0,1,0,0
11006.64,-81.00,-11.20,0.00,0,1,0,0
11015.02,-81.18,-11.95,0.00,0,1,0,0
11023.40,-81.36,-12.58,0.00,0,1,0,0
11031.81,-81.36,-12.58,0.00,0,1,0,0
11040.19,-81.54,-13.11,0.00,0,1,0,0
11048.56,-81.54,-13.11,0.00,0,1,0,0
11056.97,-81.72,-13.44,0.00,0,1,0,0
11065.35,-81.90,-13.85,0.00,0,1,0,0
11073.74,-81.90,-13.85,0.00,0,1,0,0
11082.12,-82.08,-13.93,0.00,0,1,0,0
11090.50,-82.26,-13.57,0.00,0,1,0,0
11098.88,-82.26,-13.57,0.00,0,1,0,0
11107.33,-82.44,-13.64,0.00,0,1,0,0
11115.79,-82.62,-13.72,0.00,0,1,0,0
11124.24,-82.62,-13.72,0.00,0,1,0,0
11133.07,-82.80,-13.87,0.00,0,1,0,0
11141.57,-82.98,-13.82,0.00,0,1,0,0
11150.00,-82.98,-13.82,0.00,0,1,0,0
11158.47,-83.16,-13.76,0.00,0,1,0,0
11166.80,-83.16,-13.76,0.00,0,1,0,0
11175.13,-83.34,-13.26,0.00,0,1,0,0
11183.48,-83.52,-12.61,0.00,0,1,0,0
11191.80,-83.52,-12.61,0.00,0,1,0,0
11200.12,-83.70,-12.39,0.00,0,1,0,0
11208.45,-83.70,-12.39,0.00,0,1,0,0
11216.77,-83.88,-12.23,0.00,0,1,0,0
11225.09,-83.88,-12.23,0.00,0,1,0,0
11233.41,-84.06,-11.87,0.00,0,1,0,0
11241.74,-84.06,-11.87,0.00,0,1,0,0
11250.06,-84.24,-11.24,0.00,0,1,0,0
11258.44,-84.24,-11.24,0.00,0,1,0,0
11266.86,-84.42,-10.93,0.00,0,1,0,0
11275.29,-84.60,-11.09,0.00,0,1,0,0
11283.71,-84.60,-11.09,0.00,0,1,0,0
11292.15,-84.78,-10.59,0.00,0,1,0,0
11300.58,-84.78,-10.59,0.00,0,1,0,0
11309.02,-84.78,-10.59,0.00,0,1,0,0
11317.44,-84.96,-9.61,0.00,0,1,0,0
11325.87,-84.96,-9.61,0.00,0,1,0,0
11334.29,-85.14,-9.82,0.00,0,1,0,0
11342.72,-85.14,-9.82,0.00,0,1,0,0
11351.14,-85.32,-10.76,0.00,0,1,0,0
11359.68,-85.32,-10.76,0.00,0,1,0,0
11368.06,-85.50,-11.39,0.00,0,1,0,0
11376.44,-85.50,-11.39,0.00,0,1,0,0
11384.83,-85.68,-11.22,0.00,0,1,0,0
11393.21,-85.68,-11.22,0.00,0,1,0,0
11401.60,-85.86,-10.88,0.00,0,1,0,0
11409.98,-85.86,-10.88,0.00,0,1,0,0
11418.39,-86.04,-10.79,0.00,0,1,0,0
11426.77,-86.04,-10.79,0.00,0,1,0,0
11435.15,-86.22,-9.54,0.00,0,1,0,0
11443.53,-86.22,-9.54,0.00,0,1,0,0
11451.91,-86.40,-8.85,0.00,0,1,0,0
11460.35,-86.40,-8.85,0.00,0,1,0,0
11468.73,-86.40,-8.85,0.00,0,1,0,0
11477.11,-86.58,-8.46,0.00,0,1,0,0
11485.49,-86.58,-8.46,0.00,0,1,0,0
11493.87,-86.76,-8.53,0.00,0,1,0,0
11502.25,-86.76,-8.53,0.00,0,1,0,0
11510.63,-86.76,-8.53,0.00,0,1,0,0
11519.01,-86.94,-7.96,0.00,0,1,0,0
11527.37,-86.94,-7.96,0.00,0,1,0,0
11535.74,-86.94,-7.96,0.00,0,1,0,0
11544.13,-87.12,-7.61,0.00,0,1,0,0
11552.51,-87.12,-7.61,0.00,0,1,0,0
11560.92,-87.30,-8.25,0.00,0,1,0,0
11569.30,-87.30,-8.25,0.00,0,1,0,0
11577.68,-87.30,-8.25,0.00,0,1,0,0
11586.05,-87.48,-9.04,0.00,0,1,0,0
11594.43,-87.48,-9.04,0.00,0,1,0,0
11602.81,-87.66,-8.96,0.00,0,1,0,0
11611.19,-87.66,-8.96,0.00,0,1,0,0
11619.57,-87.66,-8.96,0.00,0,1,0,0
11627.95,-87.84,-8.06,0.00,0,1,0,0
11636.33,-87.84,-8.06,0.00,0,1,0,0
11644.70,-87.84,-8.06,0.00,0,1,0,0
11653.09,-88.02,-7.47,0.00,0,1,0,0
11661.49,-88.02,-7.47,0.00,0,1,0,0
11669.87,-88.20,-8.24,0.00,0,1,0,0
11678.25,-88.20,-8.24,0.00,0,1,0,0
11686.63,-88.20,-8.24,0.00,0,1,0,0
11695.00,-88.38,-9.16,0.00,0,1,0,0
11703.39,-88.38,-9.16,0.00,0,1,0,0
11711.77,-88.56,-10.18,0.00,0,1,0,0
11720.15,-88.56,-10.18,0.00,0,1,0,0
11728.53,-88.74,-11.24,0.00,0,1,0,0
11736.91,-88.74,-11.24,0.00,0,1,0,0
11745.29,-88.92,-10.13,0.00,0,1,0,0
11753.67,-88.92,-10.13,0.00,0,1,0,0
11762.08,-89.10,-10.01,0.00,0,1,0,0
11770.46,-89.10,-10.01,0.00,0,1,0,0
11778.85,-89.28,-9.50,0.00,0,1,0,0
11787.23,-89.28,-9.50,0.00,0,1,0,0
11795.61,-89.46,-9.49,0.00,0,1,0,0
11804.00,-89.46,-9.49,0.00,0,1,0,0
11812.38,-89.46,-9.49,0.00,0,1,0,0
11820.76,-89.64,-9.67,0.00,0,1,0,0
11829.14,-89.64,-9.67,0.00,0,1,0,0
11837.53,-89.82,-10.02,0.00,0,1,0,0
11845.91,-89.82,-10.02,0.00,0,1,0,0
11854.29,-90.00,-10.62,0.00,0,1,0,0
11862.70,-90.00,-10.62,0.00,0,1,0,0
11871.18,-90.18,-10.86,0.00,0,1,0,0
11879.56,-90.18,-10.86,0.00,0,1,0,0
11887.94,-90.36,-11.01,0.00,0,1,0,0
11896.32,-90.36,-11.01,0.00,0,1,0,0
11904.71,-90.54,-10.82,0.00,0,1,0,0
11913.09,-90.54,-10.82,0.00,0,1,0,0
11921.48,-90.72,-10.13,0.00,0,1,0,0
11929.85,-90.72,-10.13,0.00,0,1,0,0
11938.23,-90.90,-9.78,0.00,0,1,0,0
11946.61,-90.90,-9.78,0.00,0,1,0,0
11955.02,-91.08,-9.59,0.00,0,1,0,0
11963.42,-91.08,-9.59,0.00,0,1,0,0
11971.80,-91.08,-9.59,0.00,0,1,0,0
11980.17,-91.26,-9.20,0.00,0,1,0,0
11988.55,-91.26,-9.20,0.00,0,1,0,0
11996.93,-91.44,-8.53,0.00,0,1,0,0
12005.32,-91.44,-8.53,0.00,0,1,0,0
12013.74,-91.44,-8.53,0.00,0,1,0,0
12022.10,-91.44,-8.53,0.00,0,1,0,0
12030.46,-91.62,-6.03,0.00,0,1,0,0
12038.87,-91.62,-6.03,0.00,0,1,0,0
12047.23,-91.62,-6.03,0.00,0,1,0,0
12055.57,-91.62,-6.03,0.00,0,1,0,0
12063.93,-91.62,-6.03,0.00,0,1,0,0
12072.28,-91.80,-4.15,0.00,0,1,0,0
12080.63,-91.80,-4.15,0.00,0,1,0,0
12088.98,-91.80,-4.15,0.00,0,1,0,0
12097.31,-91.80,-4.15,0.00,0,1,0,0
12105.66,-91.80,-4.15,0.00,0,1,0,0
12114.00,-91.80,-4.15,0.00,0,1,0,0
12122.34,-91.80,-4.15,0.00,0,1,0,0
12130.67,-91.80,-4.15,0.00,0,1,0,0
12139.01,-91.80,-4.15,0.00,0,1,0,0
12147.44,-91.80,-4.15,0.00,0,1,0,0
12155.95,-91.80,-4.15,0.00,0,1,0,0
12164.39,-91.80,-4.15,0.00,0,1,0,0
12172.81,-91.80,-4.15,0.00,0,1,0,0
12181.24,-91.80,-4.15,0.00,0,1,0,0
12189.73,-91.80,-4.15,0.00,0,1,0,0
12198.07,-91.80,-4.15,0.00,0,1,0,0
12206.40,-91.62,1.36,0.00,0,1,0,0
12214.74,-91.62,1.36,0.00,0,1,0,0
12223.33,-91.62,1.36,0.00,0,1,0,0
12231.67,-91.62,1.36,0.00,0,1,0,0
12240.00,-91.62,1.36,0.00,0,1,0,0
12248.33,-91.62,1.36,0.00,0,1,0,0
12256.68,-91.62,1.36,0.00,0,1,0,0
12265.09,-91.44,2.90,0.00,0,1,0,0
12273.41,-91.44,2.90,0.00,0,1,0,0
12281.72,-91.44,2.90,0.00,0,1,0,0
12290.04,-91.44,2.90,0.00,0,1,0,0
12298.34,-91.44,2.90,0.00,0,1,0,0
12306.67,-91.44,2.90,0.00,0,1,0,0
12314.98,-91.26,3.77,0.00,0,1,0,0
12323.31,-91.26,3.77,0.00,0,1,0,0
12331.63,-91.26,3.77,0.00,0,1,0,0
12339.95,-91.26,3.77,0.00,0,1,0,0
12348.26,-91.26,3.77,0.00,0,1,0,0
12356.58,-91.08,4.43,0.00,0,1,0,0
12364.89,-91.08,4.43,0.00,0,1,0,0
12373.23,-91.08,4.43,0.00,0,1,0,0
12381.57,-91.08,4.43,0.00,0,1,0,0
12389.92,-90.90,5.58,0.00,0,1,0,0
12398.25,-90.90,5.58,0.00,0,1,0,0
12406.59,-90.90,5.58,0.00,0,1,0,0
12414.95,-90.72,6.84,-0.10,0,1,0,0
12423.29,-90.72,6.84,-0.10,0,1,0,0
