Time,Degree,Velocity,Weight,Electromagnet_Clutch_1,Electromagnet_Clutch_2,Electromagnet_Clutch_3,Electromagnet_Clutch_4
0.68,0.00,0.00,0,0,0,0
5.81,0.00,0.00,0,1,0,0
10.93,0.00,-65.43,0,1,0,0
16.05,0.00,-65.43,0,1,0,0
21.16,0.00,-65.43,0,1,0,0
26.27,0.00,-65.43,0,1,0,0
31.38,0.00,-65.43,0,1,0,0
36.49,-0.18,-7.25,0,1,0,0
41.60,-0.36,-33.14,0,1,0,0
46.71,-0.36,-33.14,0,1,0,0
51.82,-0.36,-33.14,0,1,0,0
56.93,-0.36,-33.14,0,1,0,0
62.04,-0.36,-33.14,0,1,0,0
67.15,-0.36,-33.14,0,1,0,0
72.26,-0.36,-33.14,0,1,0,0
77.38,-0.36,-33.14,0,1,0,0
82.49,-0.36,-33.14,0,1,0,0
87.62,-0.36,-33.14,0,1,0,0
92.73,-0.36,-33.14,0,1,0,0
97.85,-0.36,-33.14,0,1,0,0
102.97,-0.36,-33.14,0,1,0,0
108.08,-0.36,-33.14,0,1,0,0
113.19,-0.18,2.51,0,1,0,0
118.32,-0.18,2.51,0,1,0,0
123.46,-0.18,2.51,0,1,0,0
128.59,-0.18,2.51,0,1,0,0
133.72,-0.18,2.51,0,1,0,0
138.85,-0.18,2.51,0,1,0,0
143.99,-0.18,2.51,0,1,0,0
149.12,-0.18,2.51,0,1,0,0
154.25,-0.18,2.51,0,1,0,0
159.38,-0.18,2.51,0,1,0,0
164.51,-0.18,2.51,0,1,0,0
169.64,-0.18,2.51,0,1,0,0
174.78,-0.18,2.51,0,1,0,0
179.91,-0.18,2.51,0,1,0,0
185.04,-0.18,2.51,0,1,0,0
190.17,-0.18,2.51,0,1,0,0
195.30,-0.18,2.51,0,1,0,0
200.44,-0.18,2.51,0,1,0,0
205.57,-0.18,2.51,0,1,0,0
210.70,-0.18,2.51,0,1,0,0
215.82,-0.18,2.51,0,1,0,0
220.94,-0.18,2.51,0,1,0,0
226.06,-0.18,2.51,0,1,0,0
231.18,-0.18,2.51,0,1,0,0
236.30,-0.18,2.51,0,1,0,0
241.42,-0.18,2.51,0,1,0,0
246.54,-0.18,2.51,0,1,0,0
251.66,-0.18,2.51,0,1,0,0
256.77,-0.18,2.51,0,1,0,0
261.89,-0.18,2.51,0,1,0,0
267.01,-0.18,2.51,0,1,0,0
272.13,-0.18,2.51,0,1,0,0
277.25,-0.18,2.51,0,1,0,0
282.37,-0.18,2.51,0,1,0,0
287.49,-0.18,2.51,0,1,0,0
292.62,-0.18,2.51,0,1,0,0
297.74,-0.18,2.51,0,1,0,0
302.86,-0.18,2.51,0,1,0,0
307.98,-0.18,2.51,0,1,0,0
313.13,-0.18,2.51,0,1,0,0
318.25,-0.18,2.51,0,1,0,0
323.37,-0.18,2.51,0,1,0,0
328.49,-0.18,2.51,0,1,0,0
333.61,-0.18,2.51,0,1,0,0
338.73,-0.18,2.51,0,1,0,0
343.85,-0.18,2.51,0,1,0,0
348.97,-0.18,2.51,0,1,0,0
354.10,-0.18,2.51,0,1,0,0
359.22,-0.18,2.51,0,1,0,0
364.34,-0.18,2.51,0,1,0,0
369.46,-0.18,2.51,0,1,0,0
374.58,-0.18,2.51,0,1,0,0
379.70,-0.18,2.51,0,1,0,0
384.82,-0.18,2.51,0,1,0,0
389.94,-0.18,2.51,0,1,0,0
395.06,-0.18,2.51,0,1,0,0
400.18,-0.18,2.51,0,1,0,0
405.30,-0.18,2.51,0,1,0,0
410.42,-0.18,2.51,0,1,0,0
415.56,-0.18,2.51,0,1,0,0
420.69,-0.18,2.51,0,1,0,0
425.80,-0.18,2.51,0,1,0,0
430.93,-0.18,2.51,0,1,0,0
436.05,-0.18,2.51,0,1,0,0
441.17,-0.18,2.51,0,1,0,0
446.29,-0.18,2.51,0,1,0,0
451.41,-0.18,2.51,0,1,0,0
456.53,-0.18,2.51,0,1,0,0
461.65,-0.18,2.51,0,1,0,0
466.77,-0.18,2.51,0,1,0,0
471.89,-0.18,2.51,0,1,0,0
477.01,-0.18,2.51,0,1,0,0
482.14,-0.18,2.51,0,1,0,0
487.25,-0.18,2.51,0,1,0,0
492.38,-0.18,2.51,0,1,0,0
497.50,-0.18,2.51,0,1,0,0
502.62,-0.18,2.51,0,1,0,0
507.74,-0.18,2.51,0,1,0,0
512.86,-0.18,2.51,0,1,0,0
518.01,-0.18,2.51,0,1,0,0
523.13,-0.18,2.51,0,1,0,0
528.25,-0.18,2.51,0,1,0,0
533.37,-0.18,2.51,0,1,0,0
538.49,-0.18,2.51,0,1,0,0
543.61,-0.18,2.51,0,1,0,0
548.73,-0.18,2.51,0,1,0,0
553.85,-0.18,2.51,0,1,0,0
558.97,-0.18,2.51,0,1,0,0
564.09,-0.18,2.51,0,1,0,0
569.21,-0.18,2.51,0,1,0,0
574.33,-0.18,2.51,0,1,0,0
579.56,-0.18,2.51,0,1,0,0
584.69,-0.18,2.51,0,1,0,0
589.81,-0.36,-0.38,0,1,0,0
594.93,-0.36,-0.38,0,1,0,0
600.05,-0.36,-0.38,0,1,0,0
605.17,-0.54,-11.82,0,1,0,0
610.30,-0.54,-11.82,0,1,0,0
615.42,-0.54,-11.82,0,1,0,0
620.53,-0.72,-9.61,0,1,0,0
625.66,-0.72,-9.61,0,1,0,0
630.79,-0.72,-9.61,0,1,0,0
636.07,-0.72,-9.61,0,1,0,0
641.24,-0.72,-9.61,0,1,0,0
646.36,-0.72,-9.61,0,1,0,0
651.48,-0.72,-9.61,0,1,0,0
656.60,-0.72,-9.61,0,1,0,0
661.73,-0.72,-9.61,0,1,0,0
666.85,-0.72,-9.61,0,1,0,0
671.97,-0.72,-9.61,0,1,0,0
677.09,-0.90,-3.29,0,1,0,0
682.21,-0.90,-3.29,0,1,0,0
687.33,-0.90,-3.29,0,1,0,0
692.45,-0.90,-3.29,0,1,0,0
697.57,-0.90,-3.29,0,1,0,0
702.70,-0.90,-3.29,0,1,0,0
707.82,-0.90,-3.29,0,1,0,0
712.94,-0.90,-3.29,0,1,0,0
718.06,-0.90,-3.29,0,1,0,0
723.18,-1.08,-3.83,0,1,0,0
728.30,-1.62,-115.02,0,1,0,0
733.42,-2.34,-144.58,0,1,0,0
738.55,-3.24,-184.24,0,1,0,0
743.67,-4.32,-214.29,0,1,0,0
748.79,-5.40,-223.88,0,1,0,0
753.91,-6.66,-228.72,0,1,0,0
759.06,-7.38,-227.85,0,1,0,0
764.24,-8.46,-220.32,0,1,0,0
769.92,-9.72,-217.92,0,1,0,0
775.25,-10.62,-200.89,0,1,0,0
780.45,-11.70,-202.47,0,1,0,0
785.61,-12.24,-283.02,0,1,0,0
790.76,-12.96,-196.08,0,1,0,0
795.94,-13.86,-185.38,0,1,0,0
801.10,-14.58,-181.09,0,1,0,0
806.23,-15.48,-172.08,0,1,0,0
811.36,-16.20,-161.73,0,1,0,0
816.48,-17.10,-151.13,0,1,0,0
821.73,-17.82,-141.40,0,1,0,0
826.83,-18.54,-129.31,0,1,0,0
831.94,-19.08,-120.72,0,1,0,0
837.04,-19.62,-111.59,0,1,0,0
842.15,-20.34,-150.00,0,1,0,0
847.25,-21.06,-157.89,0,1,0,0
852.36,-21.96,-165.59,0,1,0,0
857.46,-22.86,-182.93,0,1,0,0
862.57,-23.76,-181.63,0,1,0,0
867.67,-24.84,-195.65,0,1,0,0
872.77,-25.74,-198.46,0,1,0,0
877.88,-26.82,-203.16,0,1,0,0
882.99,-27.90,-197.80,0,1,0,0
888.10,-28.80,-198.02,0,1,0,0
893.21,-29.52,-197.59,0,1,0,0
898.32,-30.42,-192.93,0,1,0,0
903.42,-31.50,-191.49,0,1,0,0
908.53,-32.40,-190.88,0,1,0,0
913.63,-33.48,-194.59,0,1,0,0
918.74,-34.38,-200.45,0,1,0,0
923.84,-35.46,-205.01,0,1,0,0
928.96,-36.54,-209.06,0,1,0,0
934.08,-37.62,-219.51,0,1,0,0
939.20,-38.88,-227.27,0,1,0,0
944.32,-39.96,-229.01,0,1,0,0
949.45,-41.04,-221.95,0,1,0,0
954.57,-42.30,-220.59,0,1,0,0
959.69,-43.38,-215.05,0,1,0,0
964.81,-44.46,-216.09,0,1,0,0
969.93,-45.54,-196.51,0,1,0,0
975.05,-46.44,-181.63,0,1,0,0
980.17,-47.34,-179.10,0,1,0,0
985.29,-48.24,-173.41,0,1,0,0
990.42,-49.14,-172.91,0,1,0,0
995.54,-50.04,-172.41,0,1,0,0
1000.66,-50.94,-173.24,0,1,0,0
1005.78,-51.84,-180.18,0,1,0,0
1010.90,-52.74,-185.19,0,1,0,0
1016.02,-53.64,-185.95,0,1,0,0
1021.14,-54.72,-188.48,0,1,0,0
1026.26,-55.62,-187.30,0,1,0,0
1031.38,-56.52,-181.09,0,1,0,0
1036.51,-57.42,-175.61,0,1,0,0
1041.63,-58.32,-166.98,0,1,0,0
1046.75,-59.22,-154.91,0,1,0,0
1051.87,-59.94,-154.64,0,1,0,0
1056.99,-60.66,-134.03,0,1,0,0
1062.11,-61.20,-127.48,0,1,0,0
1067.23,-61.92,-122.70,0,1,0,0
1072.35,-62.46,-121.05,0,1,0,0
1077.47,-63.18,-121.54,0,1,0,0
1082.59,-63.72,-124.31,0,1,0,0
1087.71,-64.44,-128.11,0,1,0,0
1092.83,-65.16,-130.62,0,1,0,0
1097.95,-65.70,-130.91,0,1,0,0
1103.07,-66.42,-131.68,0,1,0,0
1108.19,-67.14,-129.22,0,1,0,0
1113.31,-67.68,-123.88,0,1,0,0
1118.43,-68.40,-121.13,0,1,0,0
1123.56,-68.94,-118.50,0,1,0,0
1128.67,-69.48,-113.42,0,1,0,0
1133.80,-70.02,-107.27,0,1,0,0
1138.91,-70.56,-100.11,0,1,0,0
1144.04,-71.10,-93.31,0,1,0,0
1149.16,-71.46,-86.21,0,1,0,0
1154.28,-72.00,-80.43,0,1,0,0
1159.40,-72.36,-75.03,0,1,0,0
1164.52,-72.72,-69.07,0,1,0,0
1169.64,-73.08,-60.95,0,1,0,0
1174.76,-73.26,-55.94,0,1,0,0
1179.88,-73.44,-51.14,0,1,0,0
1185.00,-73.80,-43.66,0,1,0,0
1190.12,-73.98,-42.05,0,1,0,0
1195.24,-74.16,-41.82,0,1,0,0
1200.37,-74.34,-43.46,0,1,0,0
1205.49,-74.70,-48.10,0,1,0,0
1210.61,-74.88,-51.46,0,1,0,0
1215.73,-75.24,-59.66,0,1,0,0
1220.85,-75.60,-67.21,0,1,0,0
1225.97,-75.96,-73.56,0,1,0,0
1231.10,-76.32,-78.33,0,1,0,0
1236.22,-76.68,-79.54,0,1,0,0
1241.34,-77.22,-76.92,0,1,0,0
1246.46,-77.58,-71.91,0,1,0,0
1251.58,-77.94,-64.08,0,1,0,0
1256.70,-78.12,-59.25,0,1,0,0
1261.82,-78.48,-48.71,0,1,0,0
1266.95,-78.66,-44.72,0,1,0,0
1272.07,-78.84,-42.24,0,1,0,0
1277.19,-79.02,-40.41,0,1,0,0
1282.31,-79.20,-37.96,0,1,0,0
1287.43,-79.38,-35.31,0,1,0,0
1292.55,-79.56,-33.94,0,1,0,0
1297.67,-79.74,-35.62,0,1,0,0
1302.80,-79.92,-40.24,0,1,0,0
1307.93,-80.28,-46.72,0,1,0,0
1313.06,-80.46,-47.92,0,1,0,0
1318.18,-80.82,-49.02,0,1,0,0
1323.31,-81.00,-49.42,0,1,0,0
1328.44,-81.18,-49.70,0,1,0,0
1333.57,-81.54,-50.66,0,1,0,0
1338.70,-81.72,-48.70,0,1,0,0
1343.82,-82.08,-46.57,0,1,0,0
1348.95,-82.26,-46.64,0,1,0,0
1354.08,-82.44,-46.75,0,1,0,0
1359.21,-82.80,-47.01,0,1,0,0
1364.33,-82.98,-46.83,0,1,0,0
1369.46,-83.16,-45.67,0,1,0,0
1374.59,-83.34,-44.49,0,1,0,0
1379.72,-83.70,-43.63,0,1,0,0
1384.85,-83.88,-42.96,0,1,0,0
1389.97,-84.06,-41.11,0,1,0,0
1395.10,-84.24,-36.79,0,1,0,0
1400.23,-84.42,-27.77,0,1,0,0
1405.64,-84.42,-27.77,0,1,0,0
1410.77,-84.42,-27.77,0,1,0,0
1415.90,-84.42,-27.77,0,1,0,0
1421.03,-84.42,-27.77,0,1,0,0
1426.18,-84.42,-27.77,0,1,0,0
1431.31,-84.42,-27.77,0,1,0,0
1436.44,-84.60,-5.48,0,1,0,0
1441.57,-84.78,-24.82,0,1,0,0
1446.69,-84.96,-31.50,0,1,0,0
1451.82,-85.14,-33.57,0,1,0,0
1456.95,-85.32,-33.86,0,1,0,0
1462.08,-85.50,-32.41,0,1,0,0
1467.20,-85.50,-32.41,0,1,0,0
1472.49,-85.68,-29.50,0,1,0,0
1477.61,-85.86,-22.97,0,1,0,0
1482.74,-85.86,-22.97,0,1,0,0
1487.86,-85.86,-22.97,0,1,0,0
1492.98,-85.86,-22.97,0,1,0,0
1498.10,-85.86,-22.97,0,1,0,0
1503.22,-85.86,-22.97,0,1,0,0
1508.34,-85.86,-22.97,0,1,0,0
1513.46,-85.68,5.21,0,1,0,0
1518.58,-85.68,5.21,0,1,0,0
1523.70,-85.50,12.85,0,1,0,0
1528.85,-85.50,12.85,0,1,0,0
1533.99,-85.50,12.85,0,1,0,0
1539.11,-85.50,12.85,0,1,0,0
1544.24,-85.50,12.85,0,1,0,0
1549.37,-85.50,12.85,0,1,0,0
1554.50,-85.68,-6.18,0,1,0,0
1559.62,-85.68,-6.18,0,1,0,0
1564.75,-85.68,-6.18,0,1,0,0
1569.88,-85.68,-6.18,0,1,0,0
1575.01,-85.68,-6.18,0,1,0,0
1580.13,-85.86,-7.18,0,1,0,0
1585.26,-85.86,-7.18,0,1,0,0
