Time,Degree,Velocity,Electromagnet_Clutch_1,Electromagnet_Clutch_2,Electromagnet_Clutch_3,Electromagnet_Clutch_4
4139.47,21.60,122.28,1,0,0,0,4139.470215
4140.96,21.78,120.72,1,0,0,0,4140.960938
4142.42,21.96,122.95,1,0,0,0,4142.424805
4143.89,22.14,122.62,1,0,0,0,4143.893066
4145.37,22.32,122.28,1,0,0,0,4145.365234
4146.85,22.50,121.38,1,0,0,0,4146.848145
4148.34,22.68,120.81,1,0,0,0,4148.337891
4149.82,22.86,121.21,1,0,0,0,4149.823242
4151.31,23.04,121.21,1,0,0,0,4151.308105
4152.80,23.22,120.89,1,0,0,0,4152.796875
4154.28,23.40,121.29,1,0,0,0,4154.280762
4155.75,23.58,122.53,1,0,0,0,4155.750000
4157.23,23.76,121.79,1,0,0,0,4157.229004
4158.71,23.94,121.79,1,0,0,0,4158.707031
4160.20,24.12,120.89,1,0,0,0,4160.195801
4161.69,24.30,120.40,1,0,0,0,4161.690918
4163.17,24.48,122.03,1,0,0,0,4163.166016
4164.65,24.66,121.13,1,0,0,0,4164.651855
4166.12,24.84,122.20,1,0,0,0,4166.125000
4167.59,25.02,122.78,1,0,0,0,4167.590820
4169.07,25.20,121.95,1,0,0,0,4169.066895
4170.53,25.38,123.03,1,0,0,0,4170.529785
4172.00,25.56,122.62,1,0,0,0,4171.999023
4173.42,25.74,127.03,1,0,0,0,4173.415039
4174.89,25.92,121.79,1,0,0,0,4174.893066
4176.41,26.10,118.81,1,0,0,0,4176.408203
4177.90,26.28,120.24,1,0,0,0,4177.904785
4179.37,26.46,122.95,1,0,0,0,4179.369141
4180.84,26.64,122.20,1,0,0,0,4180.841797
4182.32,26.82,121.70,1,0,0,0,4182.320801
4183.74,27.00,127.03,1,0,0,0,4183.737793
4185.21,27.18,122.37,1,0,0,0,4185.208984
4186.73,27.36,118.58,1,0,0,0,4186.727051
4188.19,27.54,123.03,1,0,0,0,4188.189941
4189.66,27.72,122.78,1,0,0,0,4189.655762
4191.11,27.90,123.63,1,0,0,0,4191.111816
4192.59,28.08,122.12,1,0,0,0,4192.585938
4194.05,28.26,123.20,1,0,0,0,4194.046875
4195.52,28.44,121.87,1,0,0,0,4195.523926
4196.99,28.62,122.78,1,0,0,0,4196.990234
4198.46,28.80,122.20,1,0,0,0,4198.462891
4199.93,28.98,123.03,1,0,0,0,4199.925781
4201.39,29.16,122.78,1,0,0,0,4201.392090
4202.81,29.34,126.85,1,0,0,0,4202.811035
4204.33,29.52,118.73,1,0,0,0,4204.327148
4205.75,29.70,126.40,1,0,0,0,4205.750977
4207.27,29.88,118.50,1,0,0,0,4207.270996
4208.68,30.06,128.02,1,0,0,0,4208.676758
4210.18,30.24,119.92,1,0,0,0,4210.179199
4211.60,30.42,127.03,1,0,0,0,4211.596191
4213.10,30.60,119.36,1,0,0,0,4213.104980
4214.58,30.78,121.95,1,0,0,0,4214.581055
4215.98,30.96,128.39,1,0,0,0,4215.983887
4217.50,31.14,119.13,1,0,0,0,4217.495117
4218.91,31.32,127.48,1,0,0,0,4218.908203
4220.42,31.50,118.58,1,0,0,0,4220.424805
4221.89,31.68,122.53,1,0,0,0,4221.894043
4223.36,31.86,122.70,1,0,0,0,4223.360840
4224.82,32.04,123.46,1,0,0,0,4224.818848
4226.24,32.22,126.94,1,0,0,0,4226.236816
4227.74,32.40,120.08,1,0,0,0,4227.735840
4229.14,32.58,128.48,1,0,0,0,4229.137207
4230.64,32.76,119.60,1,0,0,0,4230.642090
4232.09,32.94,124.31,1,0,0,0,4232.089844
4233.54,33.12,124.48,1,0,0,0,4233.536133
4235.00,33.30,123.20,1,0,0,0,4234.997070
4236.46,33.48,122.78,1,0,0,0,4236.462891
4237.92,33.66,123.12,1,0,0,0,4237.924805
4239.39,33.84,123.12,1,0,0,0,4239.387207
4240.85,34.02,123.46,1,0,0,0,4240.846191
4242.30,34.20,123.71,1,0,0,0,4242.299805
4243.76,34.38,123.29,1,0,0,0,4243.761230
4245.22,34.56,123.37,1,0,0,0,4245.220215
4246.66,34.74,124.74,1,0,0,0,4246.663086
4248.11,34.92,124.14,1,0,0,0,4248.112793
4249.56,35.10,124.65,1,0,0,0,4249.557129
4251.02,35.28,123.37,1,0,1,0,4251.016113
4252.46,35.46,124.40,1,0,1,0,4252.462891
4253.83,35.64,131.29,1,0,1,0,4253.833984
4255.12,35.82,140.30,1,0,1,0,4255.117188
4256.39,36.00,141.84,1,0,1,0,4256.386230
4257.64,36.18,143.31,1,0,1,0,4257.642090
4258.53,36.36,202.47,1,0,1,0,4258.530762
4259.61,36.54,166.98,1,0,1,0,4259.608887
4261.51,36.72,94.49,1,0,1,0,4261.514160
4263.15,36.90,109.76,1,0,1,0,4263.153809
4264.63,37.08,121.95,1,0,1,0,4264.629883
4265.81,37.26,153.06,1,0,1,0,4265.806152
4267.08,37.44,140.96,1,0,1,0,4267.083008
4268.50,37.62,127.21,1,0,1,0,4268.498047
4270.45,37.80,92.07,1,0,1,0,4270.453125
4272.04,37.98,113.71,1,0,1,0,4272.036133
4273.54,38.16,119.28,1,0,1,0,4273.544922
4275.10,38.34,116.05,1,0,1,0,4275.096191
4276.62,38.52,118.34,1,0,1,0,4276.617188
4278.23,38.70,111.59,1,0,1,0,4278.229980
4279.91,38.88,107.02,1,0,1,0,4279.912109
4281.45,39.06,116.81,1,0,1,0,4281.453125
4282.79,39.24,134.73,1,0,1,0,4282.789062
4284.23,39.42,125.17,1,0,1,0,4284.227051
4285.72,39.60,120.24,1,0,1,0,4285.724121
4287.27,39.78,116.20,1,0,1,0,4287.272949
4288.61,39.96,135.03,1,0,1,0,4288.605957
4289.97,40.14,131.58,1,0,1,0,4289.974121
4291.38,40.32,128.02,1,0,1,0,4291.379883
4292.92,40.50,116.96,1,0,1,0,4292.918945
4294.47,40.68,116.20,1,0,1,0,4294.467773
4296.12,40.86,109.22,1,0,1,0,4296.116211
4297.65,41.04,117.19,1,0,1,0,4297.651855
4299.23,41.22,114.29,1,0,1,0,4299.227051
4300.89,41.40,108.11,1,0,1,0,4300.892090
4302.56,41.58,108.04,1,0,1,0,4302.558105
4304.15,41.76,112.92,1,0,1,0,4304.151855
4305.64,41.94,120.89,1,0,1,0,4305.641113
4307.26,42.12,111.46,1,0,1,0,4307.255859
4308.81,42.30,116.20,1,0,1,0,4308.806152
4310.48,42.48,107.66,1,0,1,0,4310.478027
4312.02,42.30,-116.43,1,0,1,0,4312.023926
4313.60,42.48,114.14,1,0,0,1,4313.601074
4315.07,42.66,122.62,1,0,0,1,4315.068848
4316.70,42.48,-110.23,1,0,0,1,4316.702148
4318.44,42.30,-103.27,1,0,0,1,4318.444824
4320.13,42.12,-107.08,1,0,0,1,4320.125977
4321.77,42.30,109.69,1,0,0,1,4321.767090
4323.56,42.48,100.39,1,0,0,1,4323.560059
4325.19,42.30,-110.16,1,0,0,1,4325.194824
4327.10,42.12,-94.49,1,0,0,1,4327.099121
4328.88,42.30,101.07,1,0,0,1,4328.879883
4330.20,42.12,-136.47,1,0,0,1,4330.199219
4334.01,42.30,47.28,1,0,0,1,4334.005859
4336.10,42.12,-86.08,1,0,0,1,4336.097168
4338.17,42.30,87.00,1,0,0,1,4338.166016
4341.65,42.48,51.68,1,0,0,1,4341.649902
4345.40,42.30,-47.99,1,0,0,1,4345.400879
4355.37,42.12,-18.05,1,0,0,1,4355.373047
4360.37,41.94,-36.01,1,0,0,1,4360.372070
4363.50,41.76,-57.60,1,0,0,1,4363.497070
4366.23,41.58,-65.86,1,0,0,1,4366.229980
4368.66,41.40,-74.17,1,0,0,1,4368.657227
4371.14,41.22,-72.58,1,0,0,1,4371.138184
4373.58,41.04,-73.77,1,0,0,1,4373.577148
4376.06,40.86,-72.61,1,0,0,1,4376.056152
4378.62,40.68,-70.31,1,0,0,1,4378.616211
4381.30,40.50,-67.11,1,0,0,1,4381.297852
4384.79,40.32,-51.58,1,0,0,1,4384.788086
4389.81,40.14,-35.83,1,0,0,1,4389.812012
4403.55,39.96,-13.10,1,0,0,1,4403.550781
4408.29,39.78,-37.97,1,0,0,1,4408.291016
4412.03,39.60,-48.09,1,0,0,1,4412.034180
4415.33,39.42,-54.61,1,0,0,1,4415.330078
4418.63,39.60,54.50,1,0,0,1,4418.632812
4422.23,39.78,49.99,1,0,0,1,4422.233887
4426.42,39.96,43.04,1,0,0,1,4426.416016
4432.32,40.14,30.49,1,0,0,1,4432.318848
4449.80,39.96,-10.30,1,0,0,1,4449.799805
4454.62,39.78,-37.36,1,0,0,1,4454.619141
4459.18,39.60,-39.45,1,0,0,1,4459.181152
4464.12,39.42,-36.43,1,0,0,1,4464.122070
4470.92,39.24,-26.46,1,0,0,1,4470.924805
4485.77,39.06,-12.12,1,0,0,1,4485.772949
4493.39,38.88,-23.63,1,0,0,1,4493.391113
4499.29,39.06,30.52,1,0,0,1,4499.288086
4506.19,39.24,26.09,1,0,0,1,4506.187012
4526.24,39.06,-8.98,1,0,0,1,4526.240234
4534.53,38.88,-21.72,1,0,0,1,4534.525879
4542.60,38.70,-22.30,1,0,0,1,4542.599121
4565.09,38.52,-8.00,1,0,0,1,4565.092773
4574.00,38.70,20.22,1,0,0,1,4573.995117
4585.12,38.88,16.17,1,0,0,1,4585.125000
4606.67,38.70,-8.36,1,0,0,1,4606.667969
4617.72,38.52,-16.28,1,0,0,1,4617.722168
4646.45,38.70,6.27,1,0,0,1,4646.448242
4677.73,38.52,-5.76,1,0,0,1,4677.725098
4692.63,38.34,-12.07,1,0,0,1,4692.631836
4718.28,38.52,7.02,1,0,0,1,4718.284180
4748.35,38.34,-5.99,1,0,0,1,4748.347168
4789.85,38.52,4.34,1,0,0,1,4789.849121
4818.44,38.34,-6.29,1,0,0,1,4818.443848
4861.15,38.52,4.22,1,0,0,1,4861.145996
4932.05,38.70,2.54,1,0,0,1,4932.050781
5002.89,38.88,2.54,1,0,0,1,5002.887207
5073.53,39.06,2.55,1,0,0,1,5073.530762
5144.17,39.24,2.55,1,0,0,1,5144.170898
5214.72,39.42,2.55,1,0,0,1,5214.717773
5285.31,39.60,2.55,1,0,0,1,5285.313965
5356.33,39.78,2.53,1,0,0,1,5356.333008
0.00,0.00,0.00,0,0,0,0,0.000000
